,CSM5FZ3N_P_taxonomy_closed_reference.biom,CSM5FZ3X_P_taxonomy_closed_reference.biom,CSM5FZ3Z_P_taxonomy_closed_reference.biom,CSM5FZ44_P_taxonomy_closed_reference.biom,CSM5FZ46_P_taxonomy_closed_reference.biom,CSM5FZ48_P_taxonomy_closed_reference.biom,CSM5FZ4E_P_taxonomy_closed_reference.biom,CSM5FZ4G_P_taxonomy_closed_reference.biom,CSM5FZ4I_P_taxonomy_closed_reference.biom,CSM5FZ4O_P_taxonomy_closed_reference.biom,CSM5MCU4_P_taxonomy_closed_reference.biom,CSM5MCU6_P_taxonomy_closed_reference.biom,CSM5MCUI_P_taxonomy_closed_reference.biom,CSM5MCV1_P_taxonomy_closed_reference.biom,CSM5MCV3_P_taxonomy_closed_reference.biom,CSM5MCV5_P_taxonomy_closed_reference.biom,CSM5MCVB_P_taxonomy_closed_reference.biom,CSM5MCVD_P_taxonomy_closed_reference.biom,CSM5MCVF_P_taxonomy_closed_reference.biom,CSM5MCVH_P_taxonomy_closed_reference.biom,CSM5MCVV_P_taxonomy_closed_reference.biom,CSM5MCVZ_P_taxonomy_closed_reference.biom,CSM5MCW8_P_taxonomy_closed_reference.biom,CSM5YRY7_P_taxonomy_closed_reference.biom,ESM5GEZ8_P_taxonomy_closed_reference.biom,ESM5GEZA_P_taxonomy_closed_reference.biom,ESM5ME9G_P_taxonomy_closed_reference.biom,ESM5MEA7_P_taxonomy_closed_reference.biom,ESM5MEBA_P_taxonomy_closed_reference.biom,ESM5MEBL_P_taxonomy_closed_reference.biom,ESM5MEBQ_P_taxonomy_closed_reference.biom,ESM5MEDZ_P_taxonomy_closed_reference.biom,ESM5MEE2_P_taxonomy_closed_reference.biom,ESM5MEE6_P_taxonomy_closed_reference.biom,ESM5MEEA_P_taxonomy_closed_reference.biom,ESM5MEEB_P_taxonomy_closed_reference.biom,ESM5MEEC_P_taxonomy_closed_reference.biom,ESM5MEEG_P_taxonomy_closed_reference.biom,ESM5MEET_P_taxonomy_closed_reference.biom,HSM5FZBP_P_taxonomy_closed_reference.biom,HSM5FZBQ_P_taxonomy_closed_reference.biom,HSM5FZBR_P_taxonomy_closed_reference.biom,HSM5FZBT_P_taxonomy_closed_reference.biom,HSM5FZBU_P_taxonomy_closed_reference.biom,HSM5MD3L_P_taxonomy_closed_reference.biom,HSM5MD3W_P_taxonomy_closed_reference.biom,HSM5MD47_P_taxonomy_closed_reference.biom,HSM5MD4A_P_taxonomy_closed_reference.biom,HSM5MD4B_P_taxonomy_closed_reference.biom,HSM5MD4C_P_taxonomy_closed_reference.biom,HSM5MD4P_P_taxonomy_closed_reference.biom,HSM5MD4R_P_taxonomy_closed_reference.biom,HSM5MD5H_P_taxonomy_closed_reference.biom,HSM5MD7W_P_taxonomy_closed_reference.biom,HSM5MD7Z_P_taxonomy_closed_reference.biom,HSM5MD86_P_taxonomy_closed_reference.biom,HSM5MD87_P_taxonomy_closed_reference.biom,HSM5MD8J_P_taxonomy_closed_reference.biom,MSM5FZ8Y_P_taxonomy_closed_reference.biom,MSM5FZ9N_P_taxonomy_closed_reference.biom,MSM5FZ9Q_P_taxonomy_closed_reference.biom,MSM5FZ9S_P_taxonomy_closed_reference.biom,MSM5FZ9T_P_taxonomy_closed_reference.biom,MSM5FZ9V_P_taxonomy_closed_reference.biom,MSM5FZ9Z_P_taxonomy_closed_reference.biom,MSM5FZA2_P_taxonomy_closed_reference.biom,MSM5LLD8_P_taxonomy_closed_reference.biom,MSM5LLE5_P_taxonomy_closed_reference.biom,MSM5LLE9_P_taxonomy_closed_reference.biom,MSM5LLEN_P_taxonomy_closed_reference.biom,MSM5LLEX_P_taxonomy_closed_reference.biom,MSM5LLFK_P_taxonomy_closed_reference.biom,MSM5LLFO_P_taxonomy_closed_reference.biom,MSM5LLFS_P_taxonomy_closed_reference.biom,MSM5LLFU_P_taxonomy_closed_reference.biom,MSM5LLGD_P_taxonomy_closed_reference.biom,MSM5LLGH_P_taxonomy_closed_reference.biom,MSM5LLGJ_P_taxonomy_closed_reference.biom,MSM5LLGT_P_taxonomy_closed_reference.biom,MSM5LLGV_P_taxonomy_closed_reference.biom,MSM5LLGX_P_taxonomy_closed_reference.biom,MSM5LLH6_P_taxonomy_closed_reference.biom,MSM5LLHE_P_taxonomy_closed_reference.biom,MSM5LLHG_P_taxonomy_closed_reference.biom,MSM5LLHI_P_taxonomy_closed_reference.biom,MSM5LLHK_P_taxonomy_closed_reference.biom,MSM5LLHM_P_taxonomy_closed_reference.biom,MSM5LLHO_P_taxonomy_closed_reference.biom,MSM5LLHZ_P_taxonomy_closed_reference.biom,MSM5LLIC_P_taxonomy_closed_reference.biom,MSM5LLIE_P_taxonomy_closed_reference.biom,MSM5LLIK_P_taxonomy_closed_reference.biom,MSM5LLIM_P_taxonomy_closed_reference.biom,MSM5LLIO_P_taxonomy_closed_reference.biom,MSM5LLIQ_P_taxonomy_closed_reference.biom,MSM5LLIS_P_taxonomy_closed_reference.biom,MSM5ZOJY_P_taxonomy_closed_reference.biom,MSM633FF_P_taxonomy_closed_reference.biom
1089636,13.0,3.0,1.0,0,0,0,0,12.0,0,5.0,0,0,1.0,0,6.0,32.0,14.0,0,0,11.0,168.0,1.0,5.0,2.0,103.0,0,0,147.0,0,6.0,0,7.0,1.0,0,31.0,0,21.0,5.0,126.0,0,1.0,0,0,1.0,6.0,0,0,0,0,20.0,0,7.0,1.0,1.0,0,1.0,0,0,69.0,2.0,103.0,130.0,0,22.0,38.0,51.0,1.0,160.0,0,0,1.0,24.0,0,15.0,3.0,0,0,0,48.0,35.0,22.0,0,0,0,0,72.0,0,0,4.0,25.0,9.0,103.0,0,27.0,4.0,0,111.0,1.0
1090059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,3.0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,8.0,17.0,0,0,0,0,5.0,0,0,0,0,0,10.0,0,0,0,1.0,0,10.0,0,0,6.0,1.0,5.0,0,0,3.0,2.0,6.0,0,1.0,0,0,0,0,0,4.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,5.0,0,3.0,0
1092725,0,4.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,7.0,0,0,0,1.0,3.0,0,0,0,0,0,0,60.0,0,0,0,6.0,0,0,0,0,0,33.0,2.0,0,0,0,8.0,23.0,0,0,0,0,0,134.0,0,7.0,3.0,0,0,34.0,0,0,10.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,6.0,0,7.0,0
1092944,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,1.0,0,0,0,0,6.0,0,0,0,0,0,0,57.0,0,0,0,22.0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,2.0
1097359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097593,0,3.0,0,0,0,0,0,0,19.0,0,0,0,0,0,1.0,17.0,0,0,0,0,6.0,0,0,0,0,0,0,11.0,0,2.0,0,2.0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,78.0,0,0,3.0,0,0,2.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,2.0,3.0,0,1.0,0,0,0,0,0,0,3.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,17.0,0,1.0,0
1098340,4.0,10.0,1.0,0,1.0,0,0,0,61.0,1.0,2.0,0,1.0,0,11.0,173.0,3.0,0,0,1.0,19.0,0,1.0,0,2.0,0,0,334.0,0,14.0,0,9.0,2.0,0,4.0,0,0,23.0,158.0,1.0,0,0,44.0,4.0,2.0,0,0,0,0,379.0,0,6.0,7.0,1.0,0,11.0,0,0,42.0,4.0,2.0,0,0,13.0,11.0,23.0,3.0,16.0,0,6.0,5.0,3.0,0,6.0,0,0,0,0,15.0,0,8.0,0,0,0,1.0,2.0,0,0,0,5.0,0,2.0,0,1.0,166.0,0,43.0,3.0
1099674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,17.0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0
1099710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099914,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110192,0,0,1.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,35.0,149.0,0,0,0,4.0,1.0,0,0,0,1.0,0,0,0
110317,0,17.0,0,0,0,0,0,145.0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0,0
110514,0,9.0,0,0,0,0,0,0,4.0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,5.0,1.0,5.0,0,0,0,0,1.0,0,0,0,0,0,0,0,7.0,1.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5.0,0,0,2.0,0
1105280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
1105328,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,14.0,2.0,62.0,0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1105343,318.0,4.0,0,0,1.0,0,0,27.0,0,10.0,179.0,0,6.0,0,0,1.0,5.0,0,0,0,14.0,10.0,1.0,1.0,144.0,0,0,22.0,0,0,0,0,0,0,2.0,0,0,6.0,68.0,0,0,0,147.0,223.0,7.0,0,0,0,0,13.0,0,75.0,1.0,0,0,1.0,0,0,0,0,130.0,3.0,0,2.0,5.0,1.0,16.0,1.0,0,0,0,19.0,0,0,37.0,0,0,0,1364.0,180.0,264.0,0,0,0,12.0,261.0,0,0,1.0,169.0,6.0,3.0,0,15.0,0,0,3.0,14.0
1105552,5.0,27.0,20.0,0,32.0,0,0,1.0,0,1.0,7.0,0,18.0,0,4.0,12.0,1.0,0,0,14.0,2.0,9.0,34.0,2.0,20.0,0,0,0,0,3.0,0,671.0,78.0,0,71.0,0,0,39.0,136.0,6.0,3.0,1.0,346.0,159.0,1.0,0,0,0,0,1.0,0,3.0,112.0,12.0,0,3.0,0,0,11779.0,1250.0,874.0,539.0,0,732.0,1230.0,3659.0,0,761.0,0,8.0,2.0,10.0,0,77.0,33.0,0,0,0,9.0,0,0,0,0,0,2.0,6.0,0,0,0,17.0,16.0,9.0,0,8.0,45.0,0,2648.0,8.0
1105687,16.0,7.0,0,0,0,0,0,5.0,1.0,17.0,566.0,0,7.0,0,1.0,4.0,0,0,0,0,71.0,55.0,0,1.0,0,0,0,58.0,0,0,0,0,1.0,0,0,0,1.0,1.0,11.0,0,0,0,0,2.0,0,2.0,0,0,0,52.0,0,2.0,0,0,0,0,0,0,38.0,0,8.0,2.0,0,105.0,21.0,88.0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,98.0,16.0,57.0,0,0,0,2.0,223.0,0,0,2.0,131.0,20.0,26.0,0,15.0,3.0,0,140.0,6.0
1105814,0,2.0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,6.0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,2.0
1105876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110625,298.0,1854.0,3483.0,0,680.0,0,0,112.0,0,93.0,1954.0,0,33.0,0,8.0,1.0,0,0,0,5.0,154.0,573.0,2.0,3.0,8.0,0,0,65.0,0,2.0,0,4.0,1.0,0,1.0,0,0,1.0,18.0,0,0,2.0,20.0,4.0,0,0,0,0,0,1.0,0,1.0,1.0,2.0,0,0,0,0,1.0,4.0,12.0,15.0,0,2.0,11.0,4.0,58.0,1.0,1.0,2.0,0,164.0,0,202.0,248.0,0,0,0,13.0,1.0,1.0,0,0,0,5.0,1077.0,0,0,20.0,31.0,52.0,48.0,0,27.0,622.0,0,1267.0,4.0
1107027,0,22.0,0,0,0,0,0,0,4.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,271.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,28.0
1107175,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
110723,0,3.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0
1107335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110378,2.0,31.0,3.0,0,0,0,0,7.0,0,146.0,14.0,0,43.0,0,0,0,2.0,0,0,0,1.0,10.0,1.0,0,4.0,0,0,47.0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,0,0,2.0,2.0,0,0,0,0,0,0,0,3.0,0,2.0,0,0,0,0,0,1.0,11.0,5.0,0,1.0,0,1.0,1.0,0,0,3.0,0,3.0,0,20.0,0,0,0,0,4288.0,342.0,908.0,0,0,0,2.0,1.0,0,0,0,6.0,43.0,5.0,0,24.0,0,0,5.0,0
1111191,5.0,0,0,0,0,0,0,0,1.0,0,11.0,0,0,0,0,1.0,0,0,0,0,4.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,0,0,1.0,74.0,114.0,1.0,1.0,0,0,0,41.0,0,0,41.0,1.0,0,0,0,0,18.0,1.0,230.0,104.0,0,31.0,12.0,28.0,0,55.0,0,0,0,0,0,218.0,64.0,0,0,0,49.0,13.0,11.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,4.0,3.0
1111294,121.0,24689.0,1950.0,0,2976.0,0,0,41.0,12.0,986.0,123.0,0,124.0,647.0,10913.0,26350.0,31990.0,0,0,50189.0,22969.0,127.0,29048.0,34.0,833.0,0,0,330873.0,0,11789.0,0,36.0,32.0,0,353.0,0,0,1328.0,8180.0,638.0,25.0,53.0,11192.0,834.0,28.0,0,0,0,0,88.0,0,60.0,1273.0,373.0,4.0,206594.0,0,0,12705.0,214.0,108992.0,115507.0,1.0,680.0,5359.0,2345.0,45.0,289.0,13.0,86.0,132.0,2728.0,0,703.0,148.0,0,0,0,900.0,35.0,36.0,0,0,0,40.0,427.0,0,0,9.0,310.0,202.0,84.0,0,55.0,904.0,0,5124.0,16.0
1111350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,91.0,0,0,0,18.0,0,0,0,1.0,0,0,0,0
1111448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111456,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,1.0,0,0,1.0
1111582,0,1.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,7.0,1.0,0,11.0,0,0,0,0,3.0,0,1.0,0,2.0,0,0,0,0,0,9.0,94.0,0,2.0,0,2.0,0,0,0,0,0,0,72.0,0,0,1.0,0,0,4027.0,0,0,20.0,3.0,2.0,3.0,0,0,1.0,2.0,0,17.0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0,0,2.0,4.0
111364,0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1.0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0
111771,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0,66.0,0,95.0,0,0,0,0
113003,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,4.0,0,0,0,0,6.0,0,0,0,4.0,0,0,0,0,0,0,0,0
1132942,1.0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,4.0,0,1.0,1.0,0,0,0,0,1.0,2.0,1.0,0,3.0,0,0,0,0,0,0,0,1.0,0,0,0,0,3.0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,695.0,462.0,118.0,78.0,0,904.0,3.0,41.0,0,362.0,0,7.0,0,114.0,0,13.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2.0,0,0,590.0,0,64.0,2.0
113397,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,14.0,0,0,0,4.0,0,0,0,0,0,0,0,0
1136387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139769,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,426.0,0,0,0,0,1.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,4.0,25.0,5.0,5.0,0,10.0,3.0,1.0,0,25.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,3.0,0
1141030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
1141335,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
114621,0,1.0,4.0,0,0,0,0,0,6.0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,1.0,0,3.0,0,0,619.0,0,13.0,0,0,0,0,0,0,0,3.0,0,0,0,0,3.0,2.0,0,0,0,0,0,5.0,0,0,1.0,0,0,0,0,0,441.0,0,1.0,2.0,0,1266.0,408.0,452.0,0,0,0,0,0,7.0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,3.0,0,0,0,3.0,2.0,1.0,0,1.0,0,0,4.0,0
