	sample	lambda
358	('EP445627', 7, 'EP445627_K70_BS1D.otu_table.biom')	0.0
359	('EP445627', 9, 'EP445627_K90_BS1D.otu_table.biom')	1.0
360	('EP446223', 6, 'EP446223_K60_BS1D.otu_table.biom')	1.0
361	('EP446223', 7, 'EP446223_K70_BS1D.otu_table.biom')	0.0
362	('EP451329', 3, 'EP451329_K30_BS1D.otu_table.biom')	0.0
363	('EP451329', 6, 'EP451329_K60_BS1D.otu_table.biom')	0.0
364	('EP451380', 8, 'EP451380_K80_BS1D.otu_table.biom')	1.0
365	('EP451380', 9, 'EP451380_K90_BS1D.otu_table.biom')	0.0
366	('EP458322', 5, 'EP458322_K50_BSTD.otu_table.biom')	1.0
367	('EP459065', 10, 'EP459065_K100_BS1D.otu_table.biom')	1.0
368	('EP459065', 13, 'EP459065_K130_BS1D.otu_table.biom')	1.0
369	('EP459223', 6, 'EP459223_K60_BSTD.otu_table.biom')	1.0
370	('EP460410', 5, 'EP460410_K50_BS1D.otu_table.biom')	1.0
371	('EP460410', 8, 'EP460410_K80_BS1D.otu_table.biom')	0.0
372	('EP461986', 7, 'EP461986_K70_BSTD.otu_table.biom')	0.0
373	('EP463151', 5, 'EP463151_K50_BS1D.otu_table.biom')	1.0
374	('EP463151', 7, 'EP463151_K70_BS1D.otu_table.biom')	1.0
375	('EP464472', 7, 'EP464472_K70_BS1D.otu_table.biom')	1.0
376	('EP464472', 8, 'EP464472_K80_BS1D.otu_table.biom')	1.0
377	('EP467840', 8, 'EP467840_K80_BS1D.otu_table.biom')	0.0
378	('EP470665', 2, 'EP470665_K20_BS1D.otu_table.biom')	1.0
379	('EP470665', 6, 'EP470665_K60_BS1D.otu_table.biom')	0.0
380	('EP470960', 5, 'EP470960_K50_BS1D.otu_table.biom')	1.0
381	('EP470960', 6, 'EP470960_K60_BS1D.otu_table.biom')	1.0
382	('EP473070', 5, 'EP473070_K50_BS1D.otu_table.biom')	0.0
383	('EP473070', 6, 'EP473070_K60_BS1D.otu_table.biom')	1.0
384	('EP474224', 8, 'EP474224_K80_BS1D.otu_table.biom')	1.0
385	('EP474673', 5, 'EP474673_K50_BS1D.otu_table.biom')	1.0
386	('EP474673', 9, 'EP474673_K90_BS1D.otu_table.biom')	0.0
387	('EP481651', 10, 'EP481651_K100_BS1D.otu_table.biom')	0.0
388	('EP481651', 9, 'EP481651_K90_BS1D.otu_table.biom')	0.0
389	('EP482764', 6, 'EP482764_K60_BS1D.otu_table.biom')	1.0
390	('EP483200', 12, 'EP483200_K120_BS1D.otu_table.biom')	1.0
391	('EP483200', 6, 'EP483200_K60_BS1D.otu_table.biom')	0.0
392	('EP483200', 7, 'EP483200_K70_BS1D.otu_table.biom')	1.0
393	('EP483776', 5, 'EP483776_K50_BS1D.otu_table.biom')	0.0
394	('EP483776', 6, 'EP483776_K60_BS1D.otu_table.biom')	1.0
395	('EP483881', 10, 'EP483881_K100_BS1D.otu_table.biom')	1.0
396	('EP483881', 8, 'EP483881_K80_BS1D.otu_table.biom')	1.0
397	('EP487163', 5, 'EP487163_K50_BS1D.otu_table.biom')	1.0
398	('EP487163', 6, 'EP487163_K60_BS1D.otu_table.biom')	1.0
399	('EP487163', 9, 'EP487163_K90_BS1D.otu_table.biom')	1.0
400	('EP488403', 6, 'EP488403_K60_BS1D.otu_table.biom')	1.0
401	('EP488403', 7, 'EP488403_K70_BS1D.otu_table.biom')	1.0
402	('EP489199', 6, 'EP489199_K60_BS1D.otu_table.biom')	1.0
403	('EP489199', 9, 'EP489199_K90_BS1D.otu_table.biom')	1.0
404	('EP491548', 7, 'EP491548_K70_BS1D.otu_table.biom')	1.0
405	('EP492355', 10, 'EP492355_K100_BS1D.otu_table.biom')	1.0
406	('EP492355', 6, 'EP492355_K60_BS1D.otu_table.biom')	0.51
407	('EP492474', 3, 'EP492474_K30_BS1D.otu_table.biom')	1.0
408	('EP494740', 5, 'EP494740_K50_BSTD.otu_table.biom')	1.0
409	('EP495523', 10, 'EP495523_K100_BS1D.otu_table.biom')	0.0
410	('EP495523', 7, 'EP495523_K70_BS1D.otu_table.biom')	0.86
411	('EP495882', 10, 'EP495882_K100_BS1D.otu_table.biom')	1.0
412	('EP495882', 8, 'EP495882_K80_BS1D.otu_table.biom')	0.0
413	('EP500700', 8, 'EP500700_K80_BS1D.otu_table.biom')	1.0
414	('EP503295', 3, 'EP503295_K30_BS1D.otu_table.biom')	1.0
415	('EP503295', 6, 'EP503295_K60_BS1D.otu_table.biom')	0.0
416	('EP504516', 10, 'EP504516_K100_BS1D.otu_table.biom')	1.0
417	('EP504516', 7, 'EP504516_K70_BS1D.otu_table.biom')	0.54
418	('EP509951', 10, 'EP509951_K100_BS1D.otu_table.biom')	1.0
419	('EP509951', 8, 'EP509951_K80_BS1D.otu_table.biom')	0.0
420	('EP514824', 15, 'EP514824_K150_BS1D.otu_table.biom')	1.0
421	('EP514824', 16, 'EP514824_K160_BS1D.otu_table.biom')	1.0
422	('EP515317', 10, 'EP515317_K100_BS1D.otu_table.biom')	1.0
423	('EP515317', 12, 'EP515317_K120_BS1D.otu_table.biom')	0.0
424	('EP516732', 5, 'EP516732_K50_BS1D.otu_table.biom')	1.0
425	('EP516732', 6, 'EP516732_K60_BS1D.otu_table.biom')	0.0
426	('EP519031', 6, 'EP519031_K60_BS1D.otu_table.biom')	1.0
427	('EP519031', 7, 'EP519031_K70_BS1D.otu_table.biom')	1.0
428	('EP520093', 10, 'EP520093_K100_BS1D.otu_table.biom')	0.0
429	('EP520093', 5, 'EP520093_K50_BS1D.otu_table.biom')	1.0
430	('EP521049', 5, 'EP521049_K50_BS1D.otu_table.biom')	0.0
431	('EP521049', 7, 'EP521049_K70_BS1D.otu_table.biom')	0.0
432	('EP522897', 4, 'EP522897_K40_BSTD.otu_table.biom')	0.0
433	('EP524246', 6, 'EP524246_K60_BS1D.otu_table.biom')	0.0
434	('EP524246', 8, 'EP524246_K80_BS1D.otu_table.biom')	0.0
435	('EP527930', 10, 'EP527930_K100_BS1D.otu_table.biom')	0.0
436	('EP527930', 7, 'EP527930_K70_BS1D.otu_table.biom')	1.0
437	('EP533526', 5, 'EP533526_K50_BS1D.otu_table.biom')	1.0
438	('EP533526', 7, 'EP533526_K70_BS1D.otu_table.biom')	1.0
439	('EP537290', 5, 'EP537290_K50_BS1D.otu_table.biom')	1.0
440	('EP537290', 6, 'EP537290_K60_BS1D.otu_table.biom')	1.0
441	('EP542437', 4, 'EP542437_K40_BS1D.otu_table.biom')	0.0
442	('EP542437', 7, 'EP542437_K70_BS1D.otu_table.biom')	1.0
443	('EP542782', 4, 'EP542782_K40_BS1D.otu_table.biom')	1.0
444	('EP542782', 7, 'EP542782_K70_BS1D.otu_table.biom')	0.76
445	('EP543835', 3, 'EP543835_K30_BS1D.otu_table.biom')	0.0
446	('EP543835', 5, 'EP543835_K50_BS1D.otu_table.biom')	1.0
447	('EP547297', 14, 'EP547297_K140_BS1D.otu_table.biom')	0.0
448	('EP547297', 15, 'EP547297_K150_BS1D.otu_table.biom')	0.0
449	('EP547297', 19, 'EP547297_K190_BS1D.otu_table.biom')	1.0
450	('EP547297', 21, 'EP547297_K210_BS1D.otu_table.biom')	1.0
451	('EP547297', 23, 'EP547297_K230_BS1D.otu_table.biom')	1.0
452	('EP547297', 24, 'EP547297_K240_BS1D.otu_table.biom')	1.0
453	('EP547297', 28, 'EP547297_K280_BS1D.otu_table.biom')	1.0
454	('EP547297', 29, 'EP547297_K290_BS1D.otu_table.biom')	1.0
455	('EP547297', 31, 'EP547297_K310_BS1D.otu_table.biom')	1.0
456	('EP547297', 34, 'EP547297_K340_BS1D.otu_table.biom')	1.0
457	('EP547297', 36, 'EP547297_K360_BS1D.otu_table.biom')	1.0
458	('EP547297', 38, 'EP547297_K380_BS1D.otu_table.biom')	1.0
459	('EP547297', 39, 'EP547297_K390_BS1D.otu_table.biom')	1.0
460	('EP547297', 7, 'EP547297_K70_BS1D.otu_table.biom')	1.0
461	('EP547297', 8, 'EP547297_K80_BS1D.otu_table.biom')	0.0
462	('EP548641', 10, 'EP548641_K100_BS1D.otu_table.biom')	1.0
463	('EP548641', 7, 'EP548641_K70_BS1D.otu_table.biom')	1.0
464	('EP550087', 5, 'EP550087_K50_BSTD.otu_table.biom')	1.0
465	('EP550598', 10, 'EP550598_K100_BS1D.otu_table.biom')	0.0
466	('EP550598', 5, 'EP550598_K50_BS1D.otu_table.biom')	0.0
467	('EP550598', 6, 'EP550598_K60_BS1D.otu_table.biom')	1.0
468	('EP553021', 5, 'EP553021_K50_BS1D.otu_table.biom')	0.0
469	('EP553021', 6, 'EP553021_K60_BS1D.otu_table.biom')	1.0
470	('EP553472', 10, 'EP553472_K100_BS1D.otu_table.biom')	0.0
471	('EP553472', 8, 'EP553472_K80_BS1D.otu_table.biom')	0.49
472	('EP557758', 8, 'EP557758_K80_BS1D.otu_table.biom')	1.0
473	('EP557758', 9, 'EP557758_K90_BS1D.otu_table.biom')	1.0
474	('EP558013', 7, 'EP558013_K70_BS1D.otu_table.biom')	1.0
475	('EP558013', 8, 'EP558013_K80_BS1D.otu_table.biom')	1.0
476	('EP560280', 3, 'EP560280_K30_BS1D.otu_table.biom')	1.0
477	('EP560280', 6, 'EP560280_K60_BS1D.otu_table.biom')	0.0
478	('EP563046', 6, 'EP563046_K60_BS1D.otu_table.biom')	1.0
479	('EP563046', 9, 'EP563046_K90_BS1D.otu_table.biom')	1.0
480	('EP564900', 6, 'EP564900_K60_BS1D.otu_table.biom')	1.0
481	('EP564900', 7, 'EP564900_K70_BS1D.otu_table.biom')	0.0
482	('EP566677', 11, 'EP566677_K110_BS1D.otu_table.biom')	1.0
483	('EP566677', 8, 'EP566677_K80_BS1D.otu_table.biom')	1.0
484	('EP569268', 9, 'EP569268_K90_BS1D.otu_table.biom')	0.0
485	('EP569649', 6, 'EP569649_K60_BS1D.otu_table.biom')	1.0
486	('EP569649', 9, 'EP569649_K90_BS1D.otu_table.biom')	1.0
487	('EP573286', 7, 'EP573286_K70_BS1D.otu_table.biom')	0.0
488	('EP573286', 8, 'EP573286_K80_BS1D.otu_table.biom')	0.0
489	('EP573960', 4, 'EP573960_K40_BS1D.otu_table.biom')	1.0
490	('EP573960', 6, 'EP573960_K60_BS1D.otu_table.biom')	1.0
491	('EP575820', 6, 'EP575820_K60_BS1D.otu_table.biom')	1.0
492	('EP575820', 8, 'EP575820_K80_BS1D.otu_table.biom')	0.0
493	('EP577384', 10, 'EP577384_K100_BS1D.otu_table.biom')	1.0
494	('EP577384', 9, 'EP577384_K90_BS1D.otu_table.biom')	1.0
495	('EP580086', 6, 'EP580086_K60_BS1D.otu_table.biom')	1.0
496	('EP580086', 7, 'EP580086_K70_BS1D.otu_table.biom')	0.0
497	('EP580652', 10, 'EP580652_K100_BS1D.otu_table.biom')	1.0
498	('EP580652', 7, 'EP580652_K70_BS1D.otu_table.biom')	1.0
499	('EP581561', 4, 'EP581561_K40_BSTD.otu_table.biom')	0.0
500	('EP581708', 9, 'EP581708_K90_BS1D.otu_table.biom')	1.0
501	('EP583097', 11, 'EP583097_K110_BS1D.otu_table.biom')	1.0
502	('EP583097', 7, 'EP583097_K70_BS1D.otu_table.biom')	0.0
503	('EP584338', 10, 'EP584338_K100_BS1D.otu_table.biom')	0.0
504	('EP584338', 5, 'EP584338_K50_BS1D.otu_table.biom')	0.0
505	('EP591995', 5, 'EP591995_K50_BSTD.otu_table.biom')	0.0
506	('EP596677', 10, 'EP596677_K100_BS1D.otu_table.biom')	1.0
507	('EP596677', 8, 'EP596677_K80_BS1D.otu_table.biom')	1.0
508	('EP598179', 7, 'EP598179_K70_BS1D.otu_table.biom')	1.0
509	('EP598179', 9, 'EP598179_K90_BS1D.otu_table.biom')	0.51
510	('EP599902', 2, 'EP599902_K20_BS1D.otu_table.biom')	0.0
511	('EP599902', 3, 'EP599902_K30_BS1D.otu_table.biom')	0.0
512	('EP601434', 4, 'EP601434_K40_BS1D.otu_table.biom')	0.0
513	('EP603154', 4, 'EP603154_K40_BS1D.otu_table.biom')	1.0
514	('EP603154', 6, 'EP603154_K60_BS1D.otu_table.biom')	1.0
515	('EP604653', 10, 'EP604653_K100_BS1D.otu_table.biom')	1.0
516	('EP607311', 6, 'EP607311_K60_BS1D.otu_table.biom')	1.0
517	('EP607311', 8, 'EP607311_K80_BS1D.otu_table.biom')	1.0
518	('EP607978', 10, 'EP607978_K100_BS1D.otu_table.biom')	1.0
519	('EP607978', 9, 'EP607978_K90_BS1D.otu_table.biom')	0.68
520	('EP612207', 9, 'EP612207_K90_BS1D.otu_table.biom')	1.0
521	('EP612777', 4, 'EP612777_K40_BS1D.otu_table.biom')	1.0
522	('EP618350', 5, 'EP618350_K50_BSTD.otu_table.biom')	1.0
523	('EP623316', 6, 'EP623316_K60_BS1D.otu_table.biom')	0.0
524	('EP628259', 9, 'EP628259_K90_BS1D.otu_table.biom')	0.0
525	('EP631955', 9, 'EP631955_K90_BS1D.otu_table.biom')	1.0
526	('EP637055', 3, 'EP637055_K30_BS1D.otu_table.biom')	1.0
527	('EP637810', 4, 'EP637810_K40_BS1D.otu_table.biom')	0.0
528	('EP637810', 5, 'EP637810_K50_BS1D.otu_table.biom')	0.0
529	('EP641566', 10, 'EP641566_K100_BS1D.otu_table.biom')	1.0
530	('EP641566', 11, 'EP641566_K110_BS1D.otu_table.biom')	1.0
531	('EP641566', 13, 'EP641566_K130_BS1D.otu_table.biom')	1.0
532	('EP641566', 19, 'EP641566_K190_BS1D.otu_table.biom')	1.0
533	('EP641566', 23, 'EP641566_K230_BS1D.otu_table.biom')	1.0
534	('EP641566', 25, 'EP641566_K250_BS1D.otu_table.biom')	1.0
535	('EP641566', 27, 'EP641566_K270_BS1D.otu_table.biom')	0.0
536	('EP641566', 29, 'EP641566_K290_BS1D.otu_table.biom')	1.0
537	('EP641566', 31, 'EP641566_K310_BS1D.otu_table.biom')	1.0
538	('EP641566', 32, 'EP641566_K320_BS1D.otu_table.biom')	1.0
539	('EP641566', 39, 'EP641566_K390_BS1D.otu_table.biom')	1.0
540	('EP641566', 40, 'EP641566_K400_BS1D.otu_table.biom')	1.0
541	('EP641566', 4, 'EP641566_K40_BS1D.otu_table.biom')	0.48
542	('EP641566', 6, 'EP641566_K60_BS1D.otu_table.biom')	1.0
543	('EP642005', 3, 'EP642005_K30_BS1D.otu_table.biom')	0.81
544	('EP642005', 5, 'EP642005_K50_BS1D.otu_table.biom')	1.0
545	('EP642999', 6, 'EP642999_K60_BS1D.otu_table.biom')	1.0
546	('EP643672', 8, 'EP643672_K80_BS1D.otu_table.biom')	1.0
547	('EP643672', 9, 'EP643672_K90_BS1D.otu_table.biom')	1.0
548	('EP645846', 6, 'EP645846_K60_BS1D.otu_table.biom')	0.0
549	('EP645846', 8, 'EP645846_K80_BS1D.otu_table.biom')	0.0
550	('EP646001', 6, 'EP646001_K60_BS1D.otu_table.biom')	1.0
551	('EP646235', 12, 'EP646235_K120_BS1D.otu_table.biom')	0.0
552	('EP646235', 6, 'EP646235_K60_BS1D.otu_table.biom')	0.0
553	('EP646235', 9, 'EP646235_K90_BS1D.otu_table.biom')	1.0
554	('EP647996', 11, 'EP647996_K110_BS1D.otu_table.biom')	1.0
555	('EP647996', 9, 'EP647996_K90_BS1D.otu_table.biom')	1.0
556	('EP656868', 10, 'EP656868_K100_BS1D.otu_table.biom')	1.0
557	('EP656868', 7, 'EP656868_K70_BS1D.otu_table.biom')	0.0
558	('EP658321', 7, 'EP658321_K70_BS1D.otu_table.biom')	0.0
559	('EP663155', 5, 'EP663155_K50_BS1D.otu_table.biom')	0.0
560	('EP663711', 6, 'EP663711_K60_BS1D.otu_table.biom')	0.0
561	('EP663711', 9, 'EP663711_K90_BS1D.otu_table.biom')	1.0
562	('EP673071', 3, 'EP673071_K30_BS1D.otu_table.biom')	0.0
563	('EP673071', 6, 'EP673071_K60_BS1D.otu_table.biom')	1.0
564	('EP673818', 10, 'EP673818_K100_BS1D.otu_table.biom')	0.0
565	('EP675794', 4, 'EP675794_K40_BS1D.otu_table.biom')	1.0
566	('EP675794', 5, 'EP675794_K50_BS1D.otu_table.biom')	1.0
567	('EP678863', 10, 'EP678863_K100_BS1D.otu_table.biom')	0.0
568	('EP678863', 7, 'EP678863_K70_BS1D.otu_table.biom')	1.0
569	('EP683846', 5, 'EP683846_K50_BSTD.otu_table.biom')	0.0
570	('EP686265', 8, 'EP686265_K80_BS1D.otu_table.biom')	1.0
571	('EP694022', 6, 'EP694022_K60_BSTD.otu_table.biom')	1.0
572	('EP694646', 6, 'EP694646_K60_BS1D.otu_table.biom')	1.0
573	('EP694646', 9, 'EP694646_K90_BS1D.otu_table.biom')	0.0
574	('EP699720', 8, 'EP699720_K80_BS1D.otu_table.biom')	1.0
575	('EP705715', 6, 'EP705715_K60_BS1D.otu_table.biom')	1.0
576	('EP707684', 6, 'EP707684_K60_BS1D.otu_table.biom')	1.0
577	('EP707684', 8, 'EP707684_K80_BS1D.otu_table.biom')	1.0
578	('EP708835', 5, 'EP708835_K50_BS1D.otu_table.biom')	1.0
579	('EP708835', 6, 'EP708835_K60_BS1D.otu_table.biom')	1.0
580	('EP717203', 5, 'EP717203_K50_BS1D.otu_table.biom')	1.0
581	('EP717203', 6, 'EP717203_K60_BS1D.otu_table.biom')	0.0
582	('EP718673', 6, 'EP718673_K60_BS1D.otu_table.biom')	1.0
583	('EP719882', 2, 'EP719882_K20_BS1D.otu_table.biom')	1.0
584	('EP719882', 4, 'EP719882_K40_BS1D.otu_table.biom')	1.0
585	('EP724185', 8, 'EP724185_K80_BS1D.otu_table.biom')	1.0
586	('EP724185', 9, 'EP724185_K90_BS1D.otu_table.biom')	0.0
587	('EP727301', 11, 'EP727301_K110_BS1D.otu_table.biom')	0.0
588	('EP727301', 7, 'EP727301_K70_BS1D.otu_table.biom')	1.0
589	('EP733790', 6, 'EP733790_K60_BS1D.otu_table.biom')	1.0
590	('EP733790', 7, 'EP733790_K70_BS1D.otu_table.biom')	0.0
591	('EP739912', 6, 'EP739912_K60_BS1D.otu_table.biom')	0.0
592	('EP739912', 7, 'EP739912_K70_BS1D.otu_table.biom')	1.0
593	('EP740843', 7, 'EP740843_K70_BS1D.otu_table.biom')	0.72
594	('EP740843', 9, 'EP740843_K90_BS1D.otu_table.biom')	1.0
595	('EP741069', 6, 'EP741069_K60_BSTD.otu_table.biom')	1.0
596	('EP742234', 7, 'EP742234_K70_BS1D.otu_table.biom')	0.0
597	('EP749232', 7, 'EP749232_K70_BS1D.otu_table.biom')	1.0
598	('EP749232', 8, 'EP749232_K80_BS1D.otu_table.biom')	0.0
599	('EP750568', 4, 'EP750568_K40_BS1D.otu_table.biom')	0.0
600	('EP750568', 8, 'EP750568_K80_BS1D.otu_table.biom')	0.54
601	('EP750844', 4, 'EP750844_K40_BS1D.otu_table.biom')	1.0
602	('EP750844', 8, 'EP750844_K80_BS1D.otu_table.biom')	0.0
603	('EP751500', 4, 'EP751500_K40_BS1D.otu_table.biom')	0.0
604	('EP751500', 5, 'EP751500_K50_BS1D.otu_table.biom')	0.0
605	('EP752976', 5, 'EP752976_K50_BS1D.otu_table.biom')	0.0
606	('EP752976', 7, 'EP752976_K70_BS1D.otu_table.biom')	1.0
607	('EP754016', 2, 'EP754016_K20_BS1D.otu_table.biom')	1.0
608	('EP754016', 3, 'EP754016_K30_BS1D.otu_table.biom')	1.0
609	('EP758715', 10, 'EP758715_K100_BS1D.otu_table.biom')	1.0
610	('EP758715', 7, 'EP758715_K70_BS1D.otu_table.biom')	1.0
611	('EP759641', 6, 'EP759641_K60_BS1D.otu_table.biom')	1.0
612	('EP759641', 7, 'EP759641_K70_BS1D.otu_table.biom')	0.92
613	('EP761009', 7, 'EP761009_K70_BS1D.otu_table.biom')	0.0
614	('EP761009', 9, 'EP761009_K90_BS1D.otu_table.biom')	0.0
615	('EP765637', 13, 'EP765637_K130_BS1D.otu_table.biom')	1.0
616	('EP765637', 14, 'EP765637_K140_BS1D.otu_table.biom')	1.0
617	('EP766458', 11, 'EP766458_K110_BS1D.otu_table.biom')	1.0
618	('EP766458', 7, 'EP766458_K70_BS1D.otu_table.biom')	1.0
619	('EP769777', 4, 'EP769777_K40_BS1D.otu_table.biom')	1.0
620	('EP769777', 5, 'EP769777_K50_BS1D.otu_table.biom')	1.0
621	('EP771695', 11, 'EP771695_K110_BS1D.otu_table.biom')	0.0
622	('EP771695', 16, 'EP771695_K160_BS1D.otu_table.biom')	1.0
623	('EP772621', 2, 'EP772621_K20_BS1D.otu_table.biom')	1.0
624	('EP773241', 4, 'EP773241_K40_BS1D.otu_table.biom')	0.0
625	('EP773241', 6, 'EP773241_K60_BS1D.otu_table.biom')	1.0
626	('EP779613', 5, 'EP779613_K50_BSTD.otu_table.biom')	1.0
627	('EP783101', 5, 'EP783101_K50_BS1D.otu_table.biom')	1.0
628	('EP783101', 9, 'EP783101_K90_BS1D.otu_table.biom')	1.0
629	('EP785033', 6, 'EP785033_K60_BS1D.otu_table.biom')	0.0
630	('EP785033', 7, 'EP785033_K70_BS1D.otu_table.biom')	1.0
631	('EP786740', 11, 'EP786740_K110_BS1D.otu_table.biom')	1.0
632	('EP786740', 7, 'EP786740_K70_BS1D.otu_table.biom')	0.54
633	('EP789683', 4, 'EP789683_K40_BS1D.otu_table.biom')	1.0
634	('EP791525', 10, 'EP791525_K100_BS1D.otu_table.biom')	1.0
635	('EP791525', 8, 'EP791525_K80_BS1D.otu_table.biom')	1.0
636	('EP791691', 3, 'EP791691_K30_BS1D.otu_table.biom')	1.0
637	('EP791691', 5, 'EP791691_K50_BS1D.otu_table.biom')	1.0
638	('EP791888', 8, 'EP791888_K80_BS1D.otu_table.biom')	1.0
639	('EP791888', 9, 'EP791888_K90_BS1D.otu_table.biom')	0.0
640	('EP798108', 10, 'EP798108_K100_BS1D.otu_table.biom')	1.0
641	('EP798108', 8, 'EP798108_K80_BS1D.otu_table.biom')	1.0
642	('EP799931', 2, 'EP799931_K20_BS1D.otu_table.biom')	1.0
643	('EP799931', 5, 'EP799931_K50_BS1D.otu_table.biom')	1.0
644	('EP804124', 8, 'EP804124_K80_BS1D.otu_table.biom')	1.0
645	('EP809211', 5, 'EP809211_K50_BS1D.otu_table.biom')	0.0
646	('EP811525', 6, 'EP811525_K60_BS1D.otu_table.biom')	1.0
647	('EP811525', 8, 'EP811525_K80_BS1D.otu_table.biom')	0.78
648	('EP813212', 11, 'EP813212_K110_BS1D.otu_table.biom')	1.0
649	('EP813212', 7, 'EP813212_K70_BS1D.otu_table.biom')	0.0
650	('EP824061', 14, 'EP824061_K140_BS1D.otu_table.biom')	0.0
651	('EP824061', 9, 'EP824061_K90_BS1D.otu_table.biom')	0.0
652	('EP824738', 12, 'EP824738_K120_BS1D.otu_table.biom')	1.0
653	('EP824738', 8, 'EP824738_K80_BS1D.otu_table.biom')	0.0
654	('EP826415', 2, 'EP826415_K20_BS1D.otu_table.biom')	0.0
655	('EP828081', 6, 'EP828081_K60_BS1D.otu_table.biom')	1.0
656	('EP828421', 5, 'EP828421_K50_BS1D.otu_table.biom')	1.0
657	('EP828421', 7, 'EP828421_K70_BS1D.otu_table.biom')	1.0
658	('EP828421', 8, 'EP828421_K80_BS1D.otu_table.biom')	0.0
659	('EP828710', 9, 'EP828710_K90_BS1D.otu_table.biom')	1.0
660	('EP833671', 11, 'EP833671_K110_BS1D.otu_table.biom')	0.0
661	('EP833671', 12, 'EP833671_K120_BS1D.otu_table.biom')	1.0
662	('EP837596', 8, 'EP837596_K80_BS1D.otu_table.biom')	1.0
663	('EP837596', 9, 'EP837596_K90_BS1D.otu_table.biom')	1.0
664	('EP840663', 5, 'EP840663_K50_BS1D.otu_table.biom')	1.0
665	('EP840663', 6, 'EP840663_K60_BS1D.otu_table.biom')	1.0
666	('EP841667', 12, 'EP841667_K120_BS1D.otu_table.biom')	0.0
667	('EP841667', 9, 'EP841667_K90_BS1D.otu_table.biom')	0.0
668	('EP841683', 10, 'EP841683_K100_BS1D.otu_table.biom')	1.0
669	('EP841683', 11, 'EP841683_K110_BS1D.otu_table.biom')	1.0
670	('EP843963', 10, 'EP843963_K100_BS1D.otu_table.biom')	1.0
671	('EP843963', 7, 'EP843963_K70_BS1D.otu_table.biom')	0.54
672	('EP845775', 12, 'EP845775_K120_BS1D.otu_table.biom')	1.0
673	('EP845775', 7, 'EP845775_K70_BS1D.otu_table.biom')	0.0
674	('EP845775', 8, 'EP845775_K80_BS1D.otu_table.biom')	0.0
675	('EP850673', 5, 'EP850673_K50_BS1D.otu_table.biom')	1.0
676	('EP850673', 7, 'EP850673_K70_BS1D.otu_table.biom')	1.0
677	('EP860829', 6, 'EP860829_K60_BS1D.otu_table.biom')	0.0
678	('EP860829', 9, 'EP860829_K90_BS1D.otu_table.biom')	1.0
679	('EP861388', 11, 'EP861388_K110_BS1D.otu_table.biom')	1.0
680	('EP861388', 8, 'EP861388_K80_BS1D.otu_table.biom')	0.0
681	('EP863344', 5, 'EP863344_K50_BS1D.otu_table.biom')	1.0
682	('EP868014', 6, 'EP868014_K60_BSTD.otu_table.biom')	0.0
683	('EP869641', 11, 'EP869641_K110_BS1D.otu_table.biom')	0.0
684	('EP869641', 12, 'EP869641_K120_BS1D.otu_table.biom')	1.0
685	('EP870480', 6, 'EP870480_K60_BSTD.otu_table.biom')	0.0
686	('EP871285', 4, 'EP871285_K40_BSTD.otu_table.biom')	0.0
687	('EP873739', 6, 'EP873739_K60_BS1D.otu_table.biom')	1.0
688	('EP873739', 7, 'EP873739_K70_BS1D.otu_table.biom')	1.0
689	('EP879870', 5, 'EP879870_K50_BS1D.otu_table.biom')	1.0
690	('EP879870', 7, 'EP879870_K70_BS1D.otu_table.biom')	1.0
691	('EP882960', 5, 'EP882960_K50_BS1D.otu_table.biom')	0.0
692	('EP883575', 8, 'EP883575_K80_BS1D.otu_table.biom')	0.0
693	('EP885097', 5, 'EP885097_K50_BSTD.otu_table.biom')	1.0
694	('EP888674', 10, 'EP888674_K100_BS1D.otu_table.biom')	1.0
695	('EP888674', 7, 'EP888674_K70_BS1D.otu_table.biom')	0.0
696	('EP889264', 6, 'EP889264_K60_BS1D.otu_table.biom')	0.0
697	('EP891353', 4, 'EP891353_K40_BS1D.otu_table.biom')	1.0
698	('EP891353', 6, 'EP891353_K60_BS1D.otu_table.biom')	0.0
699	('EP891541', 6, 'EP891541_K60_BS1D.otu_table.biom')	0.0
700	('EP891541', 9, 'EP891541_K90_BS1D.otu_table.biom')	0.0
701	('EP892824', 6, 'EP892824_K60_BS1D.otu_table.biom')	1.0
702	('EP892824', 7, 'EP892824_K70_BS1D.otu_table.biom')	1.0
703	('EP893965', 5, 'EP893965_K50_BS1D.otu_table.biom')	1.0
704	('EP893965', 7, 'EP893965_K70_BS1D.otu_table.biom')	0.88
705	('EP897729', 10, 'EP897729_K100_BS1D.otu_table.biom')	0.0
706	('EP897729', 13, 'EP897729_K130_BS1D.otu_table.biom')	1.0
707	('EP899509', 6, 'EP899509_K60_BS1D.otu_table.biom')	0.0
708	('EP899509', 7, 'EP899509_K70_BS1D.otu_table.biom')	0.0
709	('EP908409', 11, 'EP908409_K110_BS1D.otu_table.biom')	1.0
710	('EP908409', 8, 'EP908409_K80_BS1D.otu_table.biom')	1.0
711	('EP909375', 4, 'EP909375_K40_BS1D.otu_table.biom')	0.0
712	('EP912323', 13, 'EP912323_K130_BS1D.otu_table.biom')	1.0
713	('EP915249', 5, 'EP915249_K50_BS1D.otu_table.biom')	1.0
714	('EP915249', 6, 'EP915249_K60_BS1D.otu_table.biom')	1.0
715	('EP919343', 3, 'EP919343_K30_BS1D.otu_table.biom')	1.0
