	sample	lambda
88	('EP049012', 1, 'EP049012_K10_MV1D.otu_table.biom')	0.0
89	('EP049012', 2, 'EP049012_K20_MV1D.otu_table.biom')	0.0
90	('EP049012', 4, 'EP049012_K40_MV1D.otu_table.biom')	0.0
91	('EP049012', 5, 'EP049012_K50_MV1D.otu_table.biom')	0.0
92	('EP052210', 1, 'EP052210_K10_MV1D.otu_table.biom')	0.0
93	('EP052210', 2, 'EP052210_K20_MV1D.otu_table.biom')	0.0
94	('EP052210', 3, 'EP052210_K30_MV1D.otu_table.biom')	0.0
95	('EP052210', 4, 'EP052210_K40_MV1D.otu_table.biom')	0.0
96	('EP056457', 1, 'EP056457_K10_MV1D.otu_table.biom')	1.0
97	('EP056457', 2, 'EP056457_K20_MV1D.otu_table.biom')	1.0
98	('EP059416', 1, 'EP059416_K10_MV1D.otu_table.biom')	1.0
99	('EP059416', 2, 'EP059416_K20_MV1D.otu_table.biom')	1.0
100	('EP059416', 3, 'EP059416_K30_MV1D.otu_table.biom')	1.0
101	('EP059416', 4, 'EP059416_K40_MV1D.otu_table.biom')	1.0
102	('EP059416', 9, 'EP059416_K90_MV1D.otu_table.biom')	1.0
103	('EP062329', 1, 'EP062329_K10_MV1D.otu_table.biom')	1.0
104	('EP062329', 2, 'EP062329_K20_MV1D.otu_table.biom')	1.0
105	('EP062329', 3, 'EP062329_K30_MV1D.otu_table.biom')	1.0
106	('EP062329', 4, 'EP062329_K40_MV1D.otu_table.biom')	1.0
107	('EP062329', 5, 'EP062329_K50_MV1D.otu_table.biom')	1.0
108	('EP063938', 1, 'EP063938_K10_MV1D.otu_table.biom')	1.0
109	('EP063938', 3, 'EP063938_K30_MV1D.otu_table.biom')	1.0
110	('EP063938', 4, 'EP063938_K40_MV1D.otu_table.biom')	0.0
111	('EP065458', 1, 'EP065458_K10_MV1D.otu_table.biom')	0.0
112	('EP065458', 2, 'EP065458_K20_MV1D.otu_table.biom')	1.0
113	('EP065458', 4, 'EP065458_K40_MV1D.otu_table.biom')	0.0
114	('EP067259', 1, 'EP067259_K10_MV1D.otu_table.biom')	1.0
115	('EP067259', 2, 'EP067259_K20_MV1D.otu_table.biom')	0.0
116	('EP067259', 3, 'EP067259_K30_MV1D.otu_table.biom')	0.0
117	('EP067259', 4, 'EP067259_K40_MV1D.otu_table.biom')	0.0
118	('EP070043', 1, 'EP070043_K10_MV1D.otu_table.biom')	1.0
119	('EP070043', 2, 'EP070043_K20_MV1D.otu_table.biom')	1.0
120	('EP070043', 3, 'EP070043_K30_MV1D.otu_table.biom')	1.0
121	('EP070043', 4, 'EP070043_K40_MV1D.otu_table.biom')	1.0
122	('EP072314', 1, 'EP072314_K10_MV1D.otu_table.biom')	0.0
123	('EP072314', 3, 'EP072314_K30_MV1D.otu_table.biom')	1.0
124	('EP072314', 5, 'EP072314_K50_MV1D.otu_table.biom')	0.0
125	('EP072463', 1, 'EP072463_K10_MV1D.otu_table.biom')	1.0
126	('EP072463', 2, 'EP072463_K20_MV1D.otu_table.biom')	1.0
127	('EP072463', 3, 'EP072463_K30_MV1D.otu_table.biom')	0.0
128	('EP072463', 4, 'EP072463_K40_MV1D.otu_table.biom')	1.0
129	('EP074002', 1, 'EP074002_K10_MV1D.otu_table.biom')	0.0
130	('EP074002', 2, 'EP074002_K20_MV1D.otu_table.biom')	0.0
131	('EP075340', 1, 'EP075340_K10_MV1D.otu_table.biom')	1.0
132	('EP075340', 4, 'EP075340_K40_MV1D.otu_table.biom')	1.0
133	('EP075340', 7, 'EP075340_K70_MV1D.otu_table.biom')	1.0
134	('EP075428', 1, 'EP075428_K10_MV1D.otu_table.biom')	0.0
135	('EP075428', 7, 'EP075428_K70_MV1D.otu_table.biom')	1.0
136	('EP077464', 1, 'EP077464_K10_MV1D.otu_table.biom')	0.0
137	('EP077500', 1, 'EP077500_K10_MV1D.otu_table.biom')	0.0
138	('EP077500', 6, 'EP077500_K60_MV1D.otu_table.biom')	1.0
139	('EP077500', 7, 'EP077500_K70_MV1D.otu_table.biom')	0.0
140	('EP080581', 1, 'EP080581_K10_MV1D.otu_table.biom')	0.0
141	('EP080581', 7, 'EP080581_K70_MV1D.otu_table.biom')	0.0
142	('EP081373', 10, 'EP081373_K100_MV1D.otu_table.biom')	1.0
143	('EP081373', 1, 'EP081373_K10_MV1D.otu_table.biom')	1.0
144	('EP081373', 2, 'EP081373_K20_MV1D.otu_table.biom')	1.0
145	('EP081373', 3, 'EP081373_K30_MV1D.otu_table.biom')	0.0
146	('EP081373', 4, 'EP081373_K40_MV1D.otu_table.biom')	1.0
147	('EP081373', 5, 'EP081373_K50_MV1D.otu_table.biom')	1.0
148	('EP081859', 1, 'EP081859_K10_MV1D.otu_table.biom')	1.0
149	('EP082756', 1, 'EP082756_K10_MV1D.otu_table.biom')	0.0
150	('EP082756', 2, 'EP082756_K20_MV1D.otu_table.biom')	0.0
151	('EP082756', 3, 'EP082756_K30_MV1D.otu_table.biom')	0.0
152	('EP082756', 4, 'EP082756_K40_MV1D.otu_table.biom')	0.0
153	('EP082756', 5, 'EP082756_K50_MV1D.otu_table.biom')	1.0
154	('EP082756', 6, 'EP082756_K60_MV1D.otu_table.biom')	0.0
155	('EP085140', 1, 'EP085140_K10_MV1D.otu_table.biom')	0.0
156	('EP085140', 2, 'EP085140_K20_MV1D.otu_table.biom')	1.0
157	('EP086024', 1, 'EP086024_K10_MV1D.otu_table.biom')	0.0
158	('EP086560', 1, 'EP086560_K10_MV1D.otu_table.biom')	1.0
159	('EP087695', 1, 'EP087695_K10_MV1D.otu_table.biom')	1.0
160	('EP087695', 2, 'EP087695_K20_MV1D.otu_table.biom')	0.0
161	('EP087695', 3, 'EP087695_K30_MV1D.otu_table.biom')	1.0
162	('EP087695', 4, 'EP087695_K40_MV1D.otu_table.biom')	1.0
163	('EP087695', 8, 'EP087695_K80_MV1D.otu_table.biom')	1.0
164	('EP090347', 1, 'EP090347_K10_MV1D.otu_table.biom')	0.0
165	('EP090829', 1, 'EP090829_K10_MV1D.otu_table.biom')	0.0
166	('EP090829', 2, 'EP090829_K20_MV1D.otu_table.biom')	0.0
167	('EP090829', 4, 'EP090829_K40_MV1D.otu_table.biom')	0.0
168	('EP093201', 1, 'EP093201_K10_MV1D.otu_table.biom')	0.0
169	('EP093201', 2, 'EP093201_K20_MV1D.otu_table.biom')	0.0
170	('EP093201', 4, 'EP093201_K40_MV1D.otu_table.biom')	0.0
171	('EP093201', 6, 'EP093201_K60_MV1D.otu_table.biom')	0.0
172	('EP094101', 1, 'EP094101_K10_MV1D.otu_table.biom')	1.0
173	('EP096310', 1, 'EP096310_K10_MV1D.otu_table.biom')	1.0
174	('EP096310', 7, 'EP096310_K70_MV1D.otu_table.biom')	1.0
175	('EP096728', 1, 'EP096728_K10_MV1D.otu_table.biom')	1.0
176	('EP096728', 2, 'EP096728_K20_MV1D.otu_table.biom')	1.0
177	('EP096728', 3, 'EP096728_K30_MV1D.otu_table.biom')	1.0
178	('EP096728', 4, 'EP096728_K40_MV1D.otu_table.biom')	0.0
179	('EP097937', 1, 'EP097937_K10_MV1D.otu_table.biom')	0.0
180	('EP097937', 2, 'EP097937_K20_MV1D.otu_table.biom')	0.0
181	('EP097937', 3, 'EP097937_K30_MV1D.otu_table.biom')	0.0
182	('EP098909', 1, 'EP098909_K10_MV1D.otu_table.biom')	0.0
183	('EP098909', 2, 'EP098909_K20_MV1D.otu_table.biom')	0.0
184	('EP098909', 3, 'EP098909_K30_MV1D.otu_table.biom')	0.0
185	('EP098909', 4, 'EP098909_K40_MV1D.otu_table.biom')	0.0
186	('EP100948', 1, 'EP100948_K10_MV1D.otu_table.biom')	0.0
187	('EP100948', 2, 'EP100948_K20_MV1D.otu_table.biom')	0.0
188	('EP100948', 3, 'EP100948_K30_MV1D.otu_table.biom')	0.0
189	('EP100948', 4, 'EP100948_K40_MV1D.otu_table.biom')	1.0
190	('EP101319', 1, 'EP101319_K10_MV1D.otu_table.biom')	0.0
191	('EP101319', 2, 'EP101319_K20_MV1D.otu_table.biom')	0.0
192	('EP101319', 3, 'EP101319_K30_MV1D.otu_table.biom')	0.0
193	('EP101319', 4, 'EP101319_K40_MV1D.otu_table.biom')	0.0
194	('EP101628', 1, 'EP101628_K10_MV1D.otu_table.biom')	1.0
195	('EP101628', 11, 'EP101628_K110_MV1D.otu_table.biom')	1.0
196	('EP101628', 2, 'EP101628_K20_MV1D.otu_table.biom')	0.0
197	('EP101628', 3, 'EP101628_K30_MV1D.otu_table.biom')	0.0
198	('EP101628', 4, 'EP101628_K40_MV1D.otu_table.biom')	0.0
199	('EP101628', 5, 'EP101628_K50_MV1D.otu_table.biom')	0.0
200	('EP103789', 1, 'EP103789_K10_MV1D.otu_table.biom')	0.0
201	('EP104056', 1, 'EP104056_K10_MV1D.otu_table.biom')	0.0
202	('EP104056', 2, 'EP104056_K20_MV1D.otu_table.biom')	0.0
203	('EP104056', 3, 'EP104056_K30_MV1D.otu_table.biom')	0.0
204	('EP104056', 5, 'EP104056_K50_MV1D.otu_table.biom')	1.0
205	('EP107715', 1, 'EP107715_K10_MV1D.otu_table.biom')	1.0
206	('EP111886', 1, 'EP111886_K10_MV1D.otu_table.biom')	0.0
207	('EP111886', 2, 'EP111886_K20_MV1D.otu_table.biom')	0.0
208	('EP111886', 3, 'EP111886_K30_MV1D.otu_table.biom')	0.0
209	('EP111886', 4, 'EP111886_K40_MV1D.otu_table.biom')	0.0
210	('EP113416', 1, 'EP113416_K10_MV1D.otu_table.biom')	1.0
211	('EP113416', 2, 'EP113416_K20_MV1D.otu_table.biom')	0.0
212	('EP113416', 3, 'EP113416_K30_MV1D.otu_table.biom')	0.0
213	('EP113416', 4, 'EP113416_K40_MV1D.otu_table.biom')	0.0
214	('EP113600', 1, 'EP113600_K10_MV1D.otu_table.biom')	0.0
215	('EP113600', 2, 'EP113600_K20_MV1D.otu_table.biom')	0.0
216	('EP113600', 3, 'EP113600_K30_MV1D.otu_table.biom')	0.0
217	('EP113600', 4, 'EP113600_K40_MV1D.otu_table.biom')	0.0
218	('EP113883', 1, 'EP113883_K10_MV1D.otu_table.biom')	0.0
219	('EP113883', 2, 'EP113883_K20_MV1D.otu_table.biom')	0.0
220	('EP113883', 3, 'EP113883_K30_MV1D.otu_table.biom')	0.0
221	('EP116104', 1, 'EP116104_K10_MV1D.otu_table.biom')	0.0
222	('EP117219', 1, 'EP117219_K10_MV1D.otu_table.biom')	1.0
223	('EP117219', 3, 'EP117219_K30_MV1D.otu_table.biom')	0.0
224	('EP117219', 4, 'EP117219_K40_MV1D.otu_table.biom')	0.0
225	('EP117702', 1, 'EP117702_K10_MV1D.otu_table.biom')	0.0
226	('EP117702', 2, 'EP117702_K20_MV1D.otu_table.biom')	0.0
227	('EP117702', 3, 'EP117702_K30_MV1D.otu_table.biom')	0.0
228	('EP117702', 4, 'EP117702_K40_MV1D.otu_table.biom')	0.0
229	('EP117915', 1, 'EP117915_K10_MV1D.otu_table.biom')	1.0
230	('EP117915', 7, 'EP117915_K70_MV1D.otu_table.biom')	1.0
231	('EP119655', 1, 'EP119655_K10_MV1D.otu_table.biom')	0.0
232	('EP120862', 1, 'EP120862_K10_MV1D.otu_table.biom')	0.0
233	('EP120862', 15, 'EP120862_K150_MV1D.otu_table.biom')	1.0
234	('EP123585', 1, 'EP123585_K10_MV1D.otu_table.biom')	0.0
235	('EP123585', 2, 'EP123585_K20_MV1D.otu_table.biom')	0.0
236	('EP123900', 1, 'EP123900_K10_MV1D.otu_table.biom')	1.0
237	('EP123900', 2, 'EP123900_K20_MV1D.otu_table.biom')	0.0
238	('EP123900', 3, 'EP123900_K30_MV1D.otu_table.biom')	0.0
239	('EP123900', 4, 'EP123900_K40_MV1D.otu_table.biom')	1.0
240	('EP123900', 5, 'EP123900_K50_MV1D.otu_table.biom')	0.0
241	('EP126323', 1, 'EP126323_K10_MV1D.otu_table.biom')	0.0
242	('EP126323', 2, 'EP126323_K20_MV1D.otu_table.biom')	0.0
243	('EP126323', 3, 'EP126323_K30_MV1D.otu_table.biom')	1.0
244	('EP129024', 1, 'EP129024_K10_MV1D.otu_table.biom')	1.0
245	('EP129024', 2, 'EP129024_K20_MV1D.otu_table.biom')	0.0
246	('EP129024', 3, 'EP129024_K30_MV1D.otu_table.biom')	0.0
247	('EP129024', 4, 'EP129024_K40_MV1D.otu_table.biom')	0.0
248	('EP129845', 1, 'EP129845_K10_MV1D.otu_table.biom')	1.0
249	('EP129845', 2, 'EP129845_K20_MV1D.otu_table.biom')	1.0
250	('EP129845', 4, 'EP129845_K40_MV1D.otu_table.biom')	0.0
251	('EP129845', 5, 'EP129845_K50_MV1D.otu_table.biom')	0.0
252	('EP129845', 6, 'EP129845_K60_MV1D.otu_table.biom')	1.0
253	('EP131173', 1, 'EP131173_K10_MV1D.otu_table.biom')	1.0
254	('EP131173', 2, 'EP131173_K20_MV1D.otu_table.biom')	1.0
255	('EP131173', 3, 'EP131173_K30_MV1D.otu_table.biom')	1.0
256	('EP131173', 4, 'EP131173_K40_MV1D.otu_table.biom')	1.0
257	('EP131838', 1, 'EP131838_K10_MV1D.otu_table.biom')	0.0
258	('EP131838', 2, 'EP131838_K20_MV1D.otu_table.biom')	0.0
259	('EP131838', 3, 'EP131838_K30_MV1D.otu_table.biom')	0.0
260	('EP131838', 4, 'EP131838_K40_MV1D.otu_table.biom')	0.0
261	('EP134204', 1, 'EP134204_K10_MV1D.otu_table.biom')	0.0
262	('EP134204', 11, 'EP134204_K110_MV1D.otu_table.biom')	1.0
263	('EP134204', 2, 'EP134204_K20_MV1D.otu_table.biom')	0.0
264	('EP134204', 3, 'EP134204_K30_MV1D.otu_table.biom')	0.0
265	('EP134204', 4, 'EP134204_K40_MV1D.otu_table.biom')	0.0
266	('EP134204', 5, 'EP134204_K50_MV1D.otu_table.biom')	0.0
267	('EP136122', 1, 'EP136122_K10_MV1D.otu_table.biom')	1.0
268	('EP136122', 2, 'EP136122_K20_MV1D.otu_table.biom')	1.0
269	('EP136122', 3, 'EP136122_K30_MV1D.otu_table.biom')	0.0
270	('EP136122', 4, 'EP136122_K40_MV1D.otu_table.biom')	0.0
271	('EP136122', 5, 'EP136122_K50_MV1D.otu_table.biom')	0.0
272	('EP136122', 6, 'EP136122_K60_MV1D.otu_table.biom')	0.0
273	('EP137942', 1, 'EP137942_K10_MV1D.otu_table.biom')	1.0
274	('EP142489', 1, 'EP142489_K10_MV1D.otu_table.biom')	0.0
275	('EP145184', 1, 'EP145184_K10_MV1D.otu_table.biom')	0.0
276	('EP145184', 2, 'EP145184_K20_MV1D.otu_table.biom')	0.0
277	('EP145184', 3, 'EP145184_K30_MV1D.otu_table.biom')	1.0
278	('EP145184', 9, 'EP145184_K90_MV1D.otu_table.biom')	1.0
279	('EP153366', 1, 'EP153366_K10_MV1D.otu_table.biom')	1.0
280	('EP153366', 2, 'EP153366_K20_MV1D.otu_table.biom')	1.0
281	('EP153366', 3, 'EP153366_K30_MV1D.otu_table.biom')	1.0
282	('EP153366', 4, 'EP153366_K40_MV1D.otu_table.biom')	1.0
283	('EP153366', 5, 'EP153366_K50_MV1D.otu_table.biom')	0.0
284	('EP153366', 6, 'EP153366_K60_MV1D.otu_table.biom')	0.0
285	('EP153366', 7, 'EP153366_K70_MV1D.otu_table.biom')	1.0
286	('EP154266', 1, 'EP154266_K10_MV1D.otu_table.biom')	0.0
287	('EP154266', 15, 'EP154266_K150_MV1D.otu_table.biom')	1.0
288	('EP154266', 2, 'EP154266_K20_MV1D.otu_table.biom')	0.0
289	('EP154266', 4, 'EP154266_K40_MV1D.otu_table.biom')	0.0
290	('EP154266', 5, 'EP154266_K50_MV1D.otu_table.biom')	0.0
291	('EP154266', 6, 'EP154266_K60_MV1D.otu_table.biom')	0.0
292	('EP154266', 7, 'EP154266_K70_MV1D.otu_table.biom')	0.0
293	('EP154266', 8, 'EP154266_K80_MV1D.otu_table.biom')	0.0
294	('EP154266', 9, 'EP154266_K90_MV1D.otu_table.biom')	0.0
295	('EP155239', 1, 'EP155239_K10_MV1D.otu_table.biom')	0.0
296	('EP155239', 2, 'EP155239_K20_MV1D.otu_table.biom')	0.0
297	('EP160302', 1, 'EP160302_K10_MV1D.otu_table.biom')	1.0
298	('EP164977', 1, 'EP164977_K10_MV1D.otu_table.biom')	0.0
299	('EP164977', 2, 'EP164977_K20_MV1D.otu_table.biom')	0.0
300	('EP164977', 3, 'EP164977_K30_MV1D.otu_table.biom')	0.0
301	('EP164977', 4, 'EP164977_K40_MV1D.otu_table.biom')	0.0
302	('EP164977', 5, 'EP164977_K50_MV1D.otu_table.biom')	0.0
303	('EP164977', 6, 'EP164977_K60_MV1D.otu_table.biom')	0.0
304	('EP169772', 1, 'EP169772_K10_MV1D.otu_table.biom')	0.0
305	('EP169772', 3, 'EP169772_K30_MV1D.otu_table.biom')	1.0
306	('EP171330', 2, 'EP171330_K20_MV1D.otu_table.biom')	0.0
307	('EP171330', 3, 'EP171330_K30_MV1D.otu_table.biom')	0.0
308	('EP171330', 4, 'EP171330_K40_MV1D.otu_table.biom')	0.0
309	('EP171330', 5, 'EP171330_K50_MV1D.otu_table.biom')	1.0
310	('EP171330', 6, 'EP171330_K60_MV1D.otu_table.biom')	0.0
311	('EP171330', 7, 'EP171330_K70_MV1D.otu_table.biom')	0.0
312	('EP172676', 1, 'EP172676_K10_MV1D.otu_table.biom')	0.0
313	('EP172676', 3, 'EP172676_K30_MV1D.otu_table.biom')	0.0
314	('EP172676', 4, 'EP172676_K40_MV1D.otu_table.biom')	1.0
315	('EP172676', 5, 'EP172676_K50_MV1D.otu_table.biom')	1.0
316	('EP174763', 1, 'EP174763_K10_MV1D.otu_table.biom')	1.0
317	('EP174763', 2, 'EP174763_K20_MV1D.otu_table.biom')	1.0
318	('EP174763', 3, 'EP174763_K30_MV1D.otu_table.biom')	0.0
319	('EP175456', 1, 'EP175456_K10_MV1D.otu_table.biom')	1.0
320	('EP175456', 2, 'EP175456_K20_MV1D.otu_table.biom')	0.0
321	('EP175456', 3, 'EP175456_K30_MV1D.otu_table.biom')	0.0
322	('EP175456', 4, 'EP175456_K40_MV1D.otu_table.biom')	0.0
323	('EP175456', 5, 'EP175456_K50_MV1D.otu_table.biom')	0.0
324	('EP175511', 6, 'EP175511_K60_MV1D.otu_table.biom')	0.0
325	('EP181675', 1, 'EP181675_K10_MV1D.otu_table.biom')	0.0
326	('EP182431', 1, 'EP182431_K10_MV1D.otu_table.biom')	1.0
327	('EP182444', 1, 'EP182444_K10_MV1D.otu_table.biom')	1.0
328	('EP182444', 7, 'EP182444_K70_MV1D.otu_table.biom')	1.0
329	('EP182444', 8, 'EP182444_K80_MV1D.otu_table.biom')	1.0
330	('EP182992', 1, 'EP182992_K10_MV1D.otu_table.biom')	0.0
331	('EP186689', 1, 'EP186689_K10_MV1D.otu_table.biom')	0.0
332	('EP186689', 2, 'EP186689_K20_MV1D.otu_table.biom')	0.0
333	('EP190835', 1, 'EP190835_K10_MV1D.otu_table.biom')	0.0
334	('EP190835', 2, 'EP190835_K20_MV1D.otu_table.biom')	0.0
335	('EP190835', 3, 'EP190835_K30_MV1D.otu_table.biom')	0.0
336	('EP190835', 5, 'EP190835_K50_MV1D.otu_table.biom')	1.0
337	('EP191772', 1, 'EP191772_K10_MV1D.otu_table.biom')	0.0
338	('EP191772', 2, 'EP191772_K20_MV1D.otu_table.biom')	0.0
339	('EP191772', 3, 'EP191772_K30_MV1D.otu_table.biom')	0.0
340	('EP191772', 4, 'EP191772_K40_MV1D.otu_table.biom')	0.0
341	('EP191772', 5, 'EP191772_K50_MV1D.otu_table.biom')	1.0
342	('EP191772', 6, 'EP191772_K60_MV1D.otu_table.biom')	0.0
343	('EP191897', 1, 'EP191897_K10_MV1D.otu_table.biom')	0.0
344	('EP191897', 3, 'EP191897_K30_MV1D.otu_table.biom')	1.0
345	('EP196783', 1, 'EP196783_K10_MV1D.otu_table.biom')	1.0
346	('EP196783', 2, 'EP196783_K20_MV1D.otu_table.biom')	1.0
347	('EP198705', 1, 'EP198705_K10_MV1D.otu_table.biom')	1.0
348	('EP198705', 2, 'EP198705_K20_MV1D.otu_table.biom')	1.0
349	('EP201349', 1, 'EP201349_K10_MV1D.otu_table.biom')	0.0
350	('EP201349', 2, 'EP201349_K20_MV1D.otu_table.biom')	0.0
351	('EP202463', 1, 'EP202463_K10_MV1D.otu_table.biom')	0.0
352	('EP202463', 2, 'EP202463_K20_MV1D.otu_table.biom')	0.0
353	('EP203336', 1, 'EP203336_K10_MV1D.otu_table.biom')	1.0
354	('EP205465', 1, 'EP205465_K10_MV1D.otu_table.biom')	0.0
355	('EP205465', 2, 'EP205465_K20_MV1D.otu_table.biom')	0.0
356	('EP205465', 3, 'EP205465_K30_MV1D.otu_table.biom')	1.0
357	('EP205465', 4, 'EP205465_K40_MV1D.otu_table.biom')	0.0
