	sample	lambda
864	('EP264961', 2, 'EP264961_K20_MCKD.otu_table.biom')	1.0
865	('EP264961', 3, 'EP264961_K30_MCKD.otu_table.biom')	1.0
866	('EP264961', 5, 'EP264961_K50_MCKD.otu_table.biom')	1.0
867	('EP264961', 6, 'EP264961_K60_BC1D.otu_table.biom')	1.0
868	('EP266208', 1, 'EP266208_K10_MCKD.otu_table.biom')	1.0
869	('EP266208', 2, 'EP266208_K20_MCKD.otu_table.biom')	1.0
870	('EP266208', 3, 'EP266208_K30_MCKD.otu_table.biom')	1.0
871	('EP266239', 2, 'EP266239_K20_MCKD.otu_table.biom')	1.0
872	('EP266239', 3, 'EP266239_K30_MCKD.otu_table.biom')	1.0
873	('EP266239', 4, 'EP266239_K40_BCKD.otu_table.biom')	1.0
874	('EP266239', 8, 'EP266239_K80_MCKD.otu_table.biom')	1.0
875	('EP266239', 9, 'EP266239_K90_BCKD.otu_table.biom')	1.0
876	('EP267601', 1, 'EP267601_K10_MCKD.otu_table.biom')	1.0
877	('EP267601', 2, 'EP267601_K20_MCKD.otu_table.biom')	1.0
878	('EP267601', 3, 'EP267601_K30_MCKD.otu_table.biom')	1.0
879	('EP271595', 10, 'EP271595_K100_BCKD.otu_table.biom')	1.0
880	('EP271595', 1, 'EP271595_K10_MCKD.otu_table.biom')	1.0
881	('EP271595', 2, 'EP271595_K20_MCKD.otu_table.biom')	1.0
882	('EP271595', 3, 'EP271595_K30_MCKD.otu_table.biom')	1.0
883	('EP271595', 4, 'EP271595_K40_MCKD.otu_table.biom')	1.0
884	('EP272531', 10, 'EP272531_K100_BCKD.otu_table.biom')	1.0
885	('EP272531', 1, 'EP272531_K10_MCKD.otu_table.biom')	1.0
886	('EP272531', 2, 'EP272531_K20_MCKD.otu_table.biom')	1.0
887	('EP272531', 3, 'EP272531_K30_MCKD.otu_table.biom')	1.0
888	('EP272531', 6, 'EP272531_K60_BCKD.otu_table.biom')	0.0
889	('EP272531', 9, 'EP272531_K90_MCKD.otu_table.biom')	1.0
890	('EP273209', 1, 'EP273209_K10_MCKD.otu_table.biom')	1.0
891	('EP273209', 5, 'EP273209_K50_BCKD.otu_table.biom')	1.0
892	('EP273248', 10, 'EP273248_K100_BCKD.otu_table.biom')	1.0
893	('EP273248', 1, 'EP273248_K10_MCKD.otu_table.biom')	1.0
894	('EP273248', 12, 'EP273248_K120_BCKD.otu_table.biom')	1.0
895	('EP273248', 13, 'EP273248_K130_BCKD.otu_table.biom')	1.0
896	('EP273248', 15, 'EP273248_K150_BCKD.otu_table.biom')	1.0
897	('EP273248', 16, 'EP273248_K160_BCKD.otu_table.biom')	1.0
898	('EP273248', 2, 'EP273248_K20_MCKD.otu_table.biom')	1.0
899	('EP273248', 3, 'EP273248_K30_MCKD.otu_table.biom')	1.0
900	('EP273248', 4, 'EP273248_K40_MCKD.otu_table.biom')	1.0
901	('EP273248', 5, 'EP273248_K50_MCKD.otu_table.biom')	1.0
902	('EP273248', 6, 'EP273248_K60_MCKD.otu_table.biom')	1.0
903	('EP273248', 7, 'EP273248_K70_MCKD.otu_table.biom')	1.0
904	('EP273768', 1, 'EP273768_K10_MCKD.otu_table.biom')	1.0
905	('EP273768', 2, 'EP273768_K20_MCKD.otu_table.biom')	1.0
906	('EP273768', 3, 'EP273768_K30_MCKD.otu_table.biom')	1.0
907	('EP273768', 6, 'EP273768_K60_BC1D.otu_table.biom')	1.0
908	('EP273768', 7, 'EP273768_K70_MCKD.otu_table.biom')	1.0
909	('EP275797', 1, 'EP275797_K10_MCKD.otu_table.biom')	1.0
910	('EP275797', 2, 'EP275797_K20_MCKD.otu_table.biom')	1.0
911	('EP275797', 3, 'EP275797_K30_MCKD.otu_table.biom')	1.0
912	('EP275797', 4, 'EP275797_K40_MCKD.otu_table.biom')	1.0
913	('EP275797', 5, 'EP275797_K50_BCKD.otu_table.biom')	1.0
914	('EP275797', 8, 'EP275797_K80_MCKD.otu_table.biom')	1.0
915	('EP275797', 9, 'EP275797_K90_BCKD.otu_table.biom')	1.0
916	('EP277370', 1, 'EP277370_K10_MCKD.otu_table.biom')	1.0
917	('EP277370', 3, 'EP277370_K30_MCKD.otu_table.biom')	1.0
918	('EP277370', 5, 'EP277370_K50_BC1D.otu_table.biom')	1.0
919	('EP277571', 1, 'EP277571_K10_MCKD.otu_table.biom')	1.0
920	('EP280575', 10, 'EP280575_K100_MCKD.otu_table.biom')	1.0
921	('EP280575', 1, 'EP280575_K10_MCKD.otu_table.biom')	1.0
922	('EP280575', 2, 'EP280575_K20_MCKD.otu_table.biom')	1.0
923	('EP280575', 3, 'EP280575_K30_MCKD.otu_table.biom')	1.0
924	('EP280575', 4, 'EP280575_K40_MCKD.otu_table.biom')	1.0
925	('EP280575', 5, 'EP280575_K50_MCKD.otu_table.biom')	1.0
926	('EP280575', 7, 'EP280575_K70_BCKD.otu_table.biom')	1.0
927	('EP280575', 9, 'EP280575_K90_BCKD.otu_table.biom')	1.0
928	('EP280926', 1, 'EP280926_K10_MCKD.otu_table.biom')	1.0
929	('EP280926', 2, 'EP280926_K20_MCKD.otu_table.biom')	1.0
930	('EP280926', 3, 'EP280926_K30_MCKD.otu_table.biom')	1.0
931	('EP280926', 4, 'EP280926_K40_MCKD.otu_table.biom')	1.0
932	('EP280926', 5, 'EP280926_K50_BC1D.otu_table.biom')	1.0
933	('EP282097', 2, 'EP282097_K20_MCKD.otu_table.biom')	1.0
934	('EP282097', 3, 'EP282097_K30_MCKD.otu_table.biom')	1.0
935	('EP282097', 5, 'EP282097_K50_MCKD.otu_table.biom')	1.0
936	('EP282097', 6, 'EP282097_K60_BCKD.otu_table.biom')	1.0
937	('EP282097', 8, 'EP282097_K80_BCKD.otu_table.biom')	0.0
938	('EP282097', 9, 'EP282097_K90_MCKD.otu_table.biom')	1.0
939	('EP283033', 1, 'EP283033_K10_MCKD.otu_table.biom')	1.0
940	('EP283033', 2, 'EP283033_K20_MCKD.otu_table.biom')	1.0
941	('EP283033', 3, 'EP283033_K30_BCKD.otu_table.biom')	0.0
942	('EP283033', 6, 'EP283033_K60_BCKD.otu_table.biom')	1.0
943	('EP283033', 7, 'EP283033_K70_MCKD.otu_table.biom')	1.0
944	('EP283033', 8, 'EP283033_K80_MCKD.otu_table.biom')	1.0
945	('EP284529', 1, 'EP284529_K10_MCKD.otu_table.biom')	1.0
946	('EP284529', 11, 'EP284529_K110_MCKD.otu_table.biom')	1.0
947	('EP284529', 12, 'EP284529_K120_BCKD.otu_table.biom')	1.0
948	('EP284529', 3, 'EP284529_K30_MCKD.otu_table.biom')	1.0
949	('EP284529', 5, 'EP284529_K50_MCKD.otu_table.biom')	1.0
950	('EP284529', 9, 'EP284529_K90_BCKD.otu_table.biom')	1.0
951	('EP285481', 1, 'EP285481_K10_MCKD.otu_table.biom')	1.0
952	('EP285481', 11, 'EP285481_K110_BCKD.otu_table.biom')	1.0
953	('EP285481', 13, 'EP285481_K130_MCKD.otu_table.biom')	1.0
954	('EP285481', 14, 'EP285481_K140_MCKD.otu_table.biom')	1.0
955	('EP285481', 2, 'EP285481_K20_MCKD.otu_table.biom')	1.0
956	('EP285481', 3, 'EP285481_K30_MCKD.otu_table.biom')	1.0
957	('EP285481', 4, 'EP285481_K40_MCKD.otu_table.biom')	1.0
958	('EP285481', 5, 'EP285481_K50_BCKD.otu_table.biom')	1.0
959	('EP285481', 7, 'EP285481_K70_BCKD.otu_table.biom')	1.0
960	('EP285481', 9, 'EP285481_K90_BCKD.otu_table.biom')	1.0
961	('EP285667', 1, 'EP285667_K10_MCKD.otu_table.biom')	1.0
962	('EP285667', 11, 'EP285667_K110_MCKD.otu_table.biom')	1.0
963	('EP285667', 12, 'EP285667_K120_BCKD.otu_table.biom')	1.0
964	('EP285667', 2, 'EP285667_K20_MCKD.otu_table.biom')	1.0
965	('EP285667', 3, 'EP285667_K30_MCKD.otu_table.biom')	1.0
966	('EP285667', 4, 'EP285667_K40_MCKD.otu_table.biom')	1.0
967	('EP285667', 6, 'EP285667_K60_MCKD.otu_table.biom')	1.0
968	('EP285667', 8, 'EP285667_K80_BCKD.otu_table.biom')	1.0
969	('EP285935', 1, 'EP285935_K10_MCKD.otu_table.biom')	1.0
970	('EP285935', 2, 'EP285935_K20_MCKD.otu_table.biom')	1.0
971	('EP285935', 3, 'EP285935_K30_MCKD.otu_table.biom')	1.0
972	('EP285935', 4, 'EP285935_K40_MCKD.otu_table.biom')	1.0
973	('EP285935', 5, 'EP285935_K50_MCKD.otu_table.biom')	1.0
974	('EP285935', 6, 'EP285935_K60_BCKD.otu_table.biom')	1.0
975	('EP285935', 8, 'EP285935_K80_BCKD.otu_table.biom')	1.0
976	('EP285935', 9, 'EP285935_K90_MCKD.otu_table.biom')	1.0
977	('EP286550', 1, 'EP286550_K10_MCKD.otu_table.biom')	1.0
978	('EP286550', 2, 'EP286550_K20_MCKD.otu_table.biom')	1.0
979	('EP286550', 3, 'EP286550_K30_MCKD.otu_table.biom')	1.0
980	('EP286550', 4, 'EP286550_K40_MCKD.otu_table.biom')	1.0
981	('EP286550', 5, 'EP286550_K50_BCKD.otu_table.biom')	1.0
982	('EP286550', 7, 'EP286550_K70_MCKD.otu_table.biom')	1.0
983	('EP286550', 8, 'EP286550_K80_MCKD.otu_table.biom')	1.0
984	('EP286550', 9, 'EP286550_K90_MCKD.otu_table.biom')	1.0
985	('EP286906', 1, 'EP286906_K10_MCKD.otu_table.biom')	1.0
986	('EP286906', 2, 'EP286906_K20_MCKD.otu_table.biom')	1.0
987	('EP287690', 10, 'EP287690_K100_MCKD.otu_table.biom')	1.0
988	('EP287690', 1, 'EP287690_K10_MCKD.otu_table.biom')	1.0
989	('EP287690', 11, 'EP287690_K110_BCKD.otu_table.biom')	1.0
990	('EP287690', 2, 'EP287690_K20_MCKD.otu_table.biom')	1.0
991	('EP287690', 3, 'EP287690_K30_MCKD.otu_table.biom')	1.0
992	('EP287690', 4, 'EP287690_K40_MCKD.otu_table.biom')	1.0
993	('EP287690', 5, 'EP287690_K50_MCKD.otu_table.biom')	1.0
994	('EP287690', 6, 'EP287690_K60_BCKD.otu_table.biom')	1.0
995	('EP288001', 1, 'EP288001_K10_MCKD.otu_table.biom')	1.0
996	('EP288001', 3, 'EP288001_K30_BCKD.otu_table.biom')	1.0
997	('EP288001', 7, 'EP288001_K70_BCKD.otu_table.biom')	1.0
998	('EP288825', 1, 'EP288825_K10_MCKD.otu_table.biom')	1.0
999	('EP288825', 11, 'EP288825_K110_BCKD.otu_table.biom')	1.0
1000	('EP288825', 2, 'EP288825_K20_MCKD.otu_table.biom')	1.0
1001	('EP288825', 3, 'EP288825_K30_MCKD.otu_table.biom')	1.0
1002	('EP288825', 4, 'EP288825_K40_MCKD.otu_table.biom')	1.0
1003	('EP288825', 5, 'EP288825_K50_MCKD.otu_table.biom')	1.0
1004	('EP288825', 7, 'EP288825_K70_MCKD.otu_table.biom')	1.0
1005	('EP288825', 8, 'EP288825_K80_BCKD.otu_table.biom')	1.0
1006	('EP290639', 1, 'EP290639_K10_MCKD.otu_table.biom')	1.0
1007	('EP290639', 2, 'EP290639_K20_MCKD.otu_table.biom')	1.0
1008	('EP291560', 10, 'EP291560_K100_MCKD.otu_table.biom')	1.0
1009	('EP291560', 1, 'EP291560_K10_MCKD.otu_table.biom')	1.0
1010	('EP291560', 2, 'EP291560_K20_MCKD.otu_table.biom')	1.0
1011	('EP291560', 3, 'EP291560_K30_MCKD.otu_table.biom')	1.0
1012	('EP291560', 4, 'EP291560_K40_MCKD.otu_table.biom')	1.0
1013	('EP291560', 5, 'EP291560_K50_BCKD.otu_table.biom')	1.0
1014	('EP291560', 9, 'EP291560_K90_BCKD.otu_table.biom')	1.0
1015	('EP291588', 1, 'EP291588_K10_MCKD.otu_table.biom')	1.0
1016	('EP291588', 13, 'EP291588_K130_BCKD.otu_table.biom')	1.0
1017	('EP291588', 14, 'EP291588_K140_MCKD.otu_table.biom')	1.0
1018	('EP291588', 2, 'EP291588_K20_MCKD.otu_table.biom')	1.0
1019	('EP291588', 3, 'EP291588_K30_MCKD.otu_table.biom')	1.0
1020	('EP291588', 5, 'EP291588_K50_MCKD.otu_table.biom')	1.0
1021	('EP291588', 6, 'EP291588_K60_MCKD.otu_table.biom')	1.0
1022	('EP291588', 7, 'EP291588_K70_MCKD.otu_table.biom')	1.0
1023	('EP291636', 10, 'EP291636_K100_BCKD.otu_table.biom')	1.0
1024	('EP291636', 1, 'EP291636_K10_MCKD.otu_table.biom')	1.0
1025	('EP291636', 11, 'EP291636_K110_MCKD.otu_table.biom')	1.0
1026	('EP291636', 2, 'EP291636_K20_MCKD.otu_table.biom')	1.0
1027	('EP291636', 4, 'EP291636_K40_MCKD.otu_table.biom')	1.0
1028	('EP291636', 6, 'EP291636_K60_MCKD.otu_table.biom')	1.0
1029	('EP291636', 9, 'EP291636_K90_BCKD.otu_table.biom')	1.0
1030	('EP292127', 1, 'EP292127_K10_MCKD.otu_table.biom')	1.0
1031	('EP292127', 3, 'EP292127_K30_BCKD.otu_table.biom')	1.0
1032	('EP292127', 5, 'EP292127_K50_MCKD.otu_table.biom')	1.0
1033	('EP292135', 1, 'EP292135_K10_MCKD.otu_table.biom')	1.0
1034	('EP292135', 2, 'EP292135_K20_MCKD.otu_table.biom')	1.0
1035	('EP292135', 3, 'EP292135_K30_MCKD.otu_table.biom')	1.0
1036	('EP292135', 5, 'EP292135_K50_BCKD.otu_table.biom')	1.0
1037	('EP292135', 8, 'EP292135_K80_MCKD.otu_table.biom')	1.0
1038	('EP294770', 1, 'EP294770_K10_MCKD.otu_table.biom')	1.0
1039	('EP295439', 1, 'EP295439_K10_MCKD.otu_table.biom')	1.0
1040	('EP295439', 12, 'EP295439_K120_BCKD.otu_table.biom')	1.0
1041	('EP295439', 13, 'EP295439_K130_MCKD.otu_table.biom')	1.0
1042	('EP295439', 14, 'EP295439_K140_BCKD.otu_table.biom')	1.0
1043	('EP295439', 4, 'EP295439_K40_MCKD.otu_table.biom')	1.0
1044	('EP295439', 7, 'EP295439_K70_MCKD.otu_table.biom')	0.0
1045	('EP295439', 9, 'EP295439_K90_MCKD.otu_table.biom')	1.0
1046	('EP296970', 1, 'EP296970_K10_MCKD.otu_table.biom')	1.0
1047	('EP296970', 2, 'EP296970_K20_MCKD.otu_table.biom')	1.0
1048	('EP296970', 3, 'EP296970_K30_MCKD.otu_table.biom')	1.0
1049	('EP296970', 4, 'EP296970_K40_MCKD.otu_table.biom')	1.0
1050	('EP296970', 5, 'EP296970_K50_BCKD.otu_table.biom')	1.0
1051	('EP296970', 8, 'EP296970_K80_MCKD.otu_table.biom')	1.0
1052	('EP296970', 9, 'EP296970_K90_BCKD.otu_table.biom')	1.0
1053	('EP300768', 1, 'EP300768_K10_MCKD.otu_table.biom')	1.0
1054	('EP300768', 11, 'EP300768_K110_MCKD.otu_table.biom')	1.0
1055	('EP300768', 13, 'EP300768_K130_BCKD.otu_table.biom')	1.0
1056	('EP300768', 16, 'EP300768_K160_MCKD.otu_table.biom')	0.0
1057	('EP300768', 17, 'EP300768_K170_BCKD.otu_table.biom')	1.0
1058	('EP300768', 2, 'EP300768_K20_MCKD.otu_table.biom')	1.0
1059	('EP300768', 3, 'EP300768_K30_MCKD.otu_table.biom')	1.0
1060	('EP300768', 5, 'EP300768_K50_MCKD.otu_table.biom')	1.0
1061	('EP300768', 8, 'EP300768_K80_MCKD.otu_table.biom')	1.0
1062	('EP300768', 9, 'EP300768_K90_MCKD.otu_table.biom')	0.0
1063	('EP304007', 1, 'EP304007_K10_MCKD.otu_table.biom')	1.0
1064	('EP304007', 2, 'EP304007_K20_MCKD.otu_table.biom')	1.0
1065	('EP304007', 3, 'EP304007_K30_MCKD.otu_table.biom')	1.0
1066	('EP304007', 4, 'EP304007_K40_MCKD.otu_table.biom')	1.0
1067	('EP304007', 5, 'EP304007_K50_MCKD.otu_table.biom')	1.0
1068	('EP304007', 7, 'EP304007_K70_BCKD.otu_table.biom')	0.0
1069	('EP304007', 8, 'EP304007_K80_BCKD.otu_table.biom')	1.0
1070	('EP304007', 9, 'EP304007_K90_MCKD.otu_table.biom')	1.0
1071	('EP307640', 1, 'EP307640_K10_MCKD.otu_table.biom')	1.0
1072	('EP307640', 2, 'EP307640_K20_MCKD.otu_table.biom')	1.0
1073	('EP307640', 3, 'EP307640_K30_MCKD.otu_table.biom')	1.0
1074	('EP307640', 4, 'EP307640_K40_MCKD.otu_table.biom')	1.0
1075	('EP307640', 7, 'EP307640_K70_BCKD.otu_table.biom')	1.0
1076	('EP307640', 8, 'EP307640_K80_BCKD.otu_table.biom')	1.0
1077	('EP307640', 9, 'EP307640_K90_MCKD.otu_table.biom')	1.0
1078	('EP310863', 1, 'EP310863_K10_MCKD.otu_table.biom')	1.0
1079	('EP310863', 2, 'EP310863_K20_MCKD.otu_table.biom')	1.0
1080	('EP310863', 3, 'EP310863_K30_MCKD.otu_table.biom')	1.0
1081	('EP310863', 4, 'EP310863_K40_BCKD.otu_table.biom')	1.0
1082	('EP310863', 6, 'EP310863_K60_BCKD.otu_table.biom')	1.0
1083	('EP310863', 9, 'EP310863_K90_MCKD.otu_table.biom')	1.0
1084	('EP311478', 1, 'EP311478_K10_MCKD.otu_table.biom')	1.0
1085	('EP311478', 11, 'EP311478_K110_BCKD.otu_table.biom')	1.0
1086	('EP311478', 12, 'EP311478_K120_MCKD.otu_table.biom')	1.0
1087	('EP311478', 2, 'EP311478_K20_MCKD.otu_table.biom')	1.0
1088	('EP311478', 3, 'EP311478_K30_MCKD.otu_table.biom')	1.0
1089	('EP311478', 4, 'EP311478_K40_MCKD.otu_table.biom')	1.0
1090	('EP311478', 6, 'EP311478_K60_MCKD.otu_table.biom')	1.0
1091	('EP311478', 7, 'EP311478_K70_BCKD.otu_table.biom')	1.0
1092	('EP311701', 1, 'EP311701_K10_MCKD.otu_table.biom')	1.0
1093	('EP311701', 2, 'EP311701_K20_MCKD.otu_table.biom')	1.0
1094	('EP311701', 3, 'EP311701_K30_MCKD.otu_table.biom')	1.0
1095	('EP311701', 6, 'EP311701_K60_BCKD.otu_table.biom')	1.0
1096	('EP312022', 10, 'EP312022_K100_BCKD.otu_table.biom')	1.0
1097	('EP312022', 1, 'EP312022_K10_MCKD.otu_table.biom')	1.0
1098	('EP312022', 12, 'EP312022_K120_BCKD.otu_table.biom')	1.0
1099	('EP312022', 13, 'EP312022_K130_MCKD.otu_table.biom')	1.0
1100	('EP312022', 2, 'EP312022_K20_MCKD.otu_table.biom')	1.0
1101	('EP312022', 3, 'EP312022_K30_MCKD.otu_table.biom')	1.0
1102	('EP312022', 6, 'EP312022_K60_MCKD.otu_table.biom')	1.0
1103	('EP312275', 1, 'EP312275_K10_MCKD.otu_table.biom')	1.0
1104	('EP312275', 11, 'EP312275_K110_MCKD.otu_table.biom')	1.0
1105	('EP312275', 12, 'EP312275_K120_BCKD.otu_table.biom')	1.0
1106	('EP312275', 2, 'EP312275_K20_MCKD.otu_table.biom')	1.0
1107	('EP312275', 3, 'EP312275_K30_MCKD.otu_table.biom')	1.0
1108	('EP312275', 4, 'EP312275_K40_MCKD.otu_table.biom')	1.0
1109	('EP312275', 5, 'EP312275_K50_MCKD.otu_table.biom')	1.0
1110	('EP312275', 6, 'EP312275_K60_MCKD.otu_table.biom')	0.0
1111	('EP312275', 8, 'EP312275_K80_BCKD.otu_table.biom')	1.0
1112	('EP313109', 1, 'EP313109_K10_MCKD.otu_table.biom')	1.0
1113	('EP313109', 2, 'EP313109_K20_MCKD.otu_table.biom')	0.0
1114	('EP313109', 4, 'EP313109_K40_MCKD.otu_table.biom')	1.0
1115	('EP313109', 5, 'EP313109_K50_BC1D.otu_table.biom')	1.0
1116	('EP313641', 1, 'EP313641_K10_MCKD.otu_table.biom')	1.0
1117	('EP313641', 2, 'EP313641_K20_MCKD.otu_table.biom')	1.0
1118	('EP313641', 3, 'EP313641_K30_MCKD.otu_table.biom')	1.0
1119	('EP313641', 4, 'EP313641_K40_MCKD.otu_table.biom')	1.0
1120	('EP313641', 5, 'EP313641_K50_BC1D.otu_table.biom')	1.0
1121	('EP314756', 1, 'EP314756_K10_MCKD.otu_table.biom')	1.0
1122	('EP314756', 11, 'EP314756_K110_MCKD.otu_table.biom')	1.0
1123	('EP314756', 12, 'EP314756_K120_MCKD.otu_table.biom')	1.0
1124	('EP314756', 2, 'EP314756_K20_MCKD.otu_table.biom')	1.0
1125	('EP314756', 3, 'EP314756_K30_MCKD.otu_table.biom')	0.0
1126	('EP314756', 4, 'EP314756_K40_MCKD.otu_table.biom')	1.0
1127	('EP314756', 5, 'EP314756_K50_MCKD.otu_table.biom')	1.0
1128	('EP314756', 7, 'EP314756_K70_BCKD.otu_table.biom')	1.0
1129	('EP315426', 1, 'EP315426_K10_MCKD.otu_table.biom')	1.0
1130	('EP315426', 2, 'EP315426_K20_MCKD.otu_table.biom')	1.0
1131	('EP315426', 4, 'EP315426_K40_MCKD.otu_table.biom')	1.0
1132	('EP315426', 5, 'EP315426_K50_MCKD.otu_table.biom')	1.0
1133	('EP315426', 6, 'EP315426_K60_BC1D.otu_table.biom')	1.0
1134	('EP316551', 10, 'EP316551_K100_MCKD.otu_table.biom')	1.0
1135	('EP316551', 1, 'EP316551_K10_MCKD.otu_table.biom')	1.0
1136	('EP316551', 2, 'EP316551_K20_MCKD.otu_table.biom')	1.0
1137	('EP316551', 3, 'EP316551_K30_MCKD.otu_table.biom')	1.0
1138	('EP316551', 4, 'EP316551_K40_MCKD.otu_table.biom')	1.0
1139	('EP316551', 8, 'EP316551_K80_BCKD.otu_table.biom')	1.0
1140	('EP316551', 9, 'EP316551_K90_MCKD.otu_table.biom')	1.0
1141	('EP318569', 1, 'EP318569_K10_MCKD.otu_table.biom')	1.0
1142	('EP318569', 3, 'EP318569_K30_MCKD.otu_table.biom')	1.0
1143	('EP318569', 4, 'EP318569_K40_MCKD.otu_table.biom')	1.0
1144	('EP318569', 5, 'EP318569_K50_MCKD.otu_table.biom')	1.0
1145	('EP318569', 6, 'EP318569_K60_MCKD.otu_table.biom')	1.0
1146	('EP319072', 2, 'EP319072_K20_BCKD.otu_table.biom')	1.0
1147	('EP319072', 3, 'EP319072_K30_BCKD.otu_table.biom')	1.0
1148	('EP319164', 10, 'EP319164_K100_BCKD.otu_table.biom')	1.0
1149	('EP319164', 11, 'EP319164_K110_BCKD.otu_table.biom')	1.0
1150	('EP319164', 6, 'EP319164_K60_BCKD.otu_table.biom')	1.0
1151	('EP323428', 10, 'EP323428_K100_MCKD.otu_table.biom')	1.0
1152	('EP323428', 1, 'EP323428_K10_MCKD.otu_table.biom')	1.0
1153	('EP323428', 2, 'EP323428_K20_MCKD.otu_table.biom')	1.0
1154	('EP323428', 3, 'EP323428_K30_MCKD.otu_table.biom')	1.0
1155	('EP323428', 4, 'EP323428_K40_MCKD.otu_table.biom')	1.0
1156	('EP323428', 5, 'EP323428_K50_BCKD.otu_table.biom')	1.0
1157	('EP323428', 8, 'EP323428_K80_BCKD.otu_table.biom')	1.0
1158	('EP323428', 9, 'EP323428_K90_MCKD.otu_table.biom')	1.0
1159	('EP325547', 1, 'EP325547_K10_MCKD.otu_table.biom')	1.0
1160	('EP325547', 2, 'EP325547_K20_MCKD.otu_table.biom')	1.0
1161	('EP325547', 4, 'EP325547_K40_BCKD.otu_table.biom')	1.0
1162	('EP325547', 6, 'EP325547_K60_MCKD.otu_table.biom')	1.0
1163	('EP325547', 7, 'EP325547_K70_BCKD.otu_table.biom')	1.0
1164	('EP325577', 4, 'EP325577_K40_BCKD.otu_table.biom')	1.0
1165	('EP327746', 1, 'EP327746_K10_MCKD.otu_table.biom')	1.0
1166	('EP327746', 2, 'EP327746_K20_MCKD.otu_table.biom')	1.0
1167	('EP327746', 3, 'EP327746_K30_MCKD.otu_table.biom')	1.0
1168	('EP327746', 7, 'EP327746_K70_MCKD.otu_table.biom')	1.0
1169	('EP327746', 8, 'EP327746_K80_BCKD.otu_table.biom')	1.0
1170	('EP327746', 9, 'EP327746_K90_MCKD.otu_table.biom')	1.0
1171	('EP328824', 1, 'EP328824_K10_MCKD.otu_table.biom')	1.0
1172	('EP328824', 11, 'EP328824_K110_BCKD.otu_table.biom')	1.0
1173	('EP328824', 2, 'EP328824_K20_MCKD.otu_table.biom')	1.0
1174	('EP328824', 3, 'EP328824_K30_MCKD.otu_table.biom')	1.0
1175	('EP328824', 4, 'EP328824_K40_MCKD.otu_table.biom')	0.0
1176	('EP328824', 5, 'EP328824_K50_MCKD.otu_table.biom')	1.0
1177	('EP328824', 6, 'EP328824_K60_BCKD.otu_table.biom')	1.0
1178	('EP328824', 9, 'EP328824_K90_MCKD.otu_table.biom')	1.0
1179	('EP331612', 10, 'EP331612_K100_MCKD.otu_table.biom')	1.0
1180	('EP331612', 1, 'EP331612_K10_MCKD.otu_table.biom')	1.0
1181	('EP331612', 2, 'EP331612_K20_MCKD.otu_table.biom')	1.0
1182	('EP331612', 3, 'EP331612_K30_MCKD.otu_table.biom')	1.0
1183	('EP331612', 4, 'EP331612_K40_MCKD.otu_table.biom')	1.0
1184	('EP331612', 5, 'EP331612_K50_MCKD.otu_table.biom')	1.0
1185	('EP331612', 7, 'EP331612_K70_BCKD.otu_table.biom')	1.0
1186	('EP331612', 9, 'EP331612_K90_BCKD.otu_table.biom')	1.0
1187	('EP333268', 1, 'EP333268_K10_MCKD.otu_table.biom')	1.0
1188	('EP333268', 12, 'EP333268_K120_BCKD.otu_table.biom')	1.0
1189	('EP333268', 15, 'EP333268_K150_MCKD.otu_table.biom')	1.0
1190	('EP333268', 16, 'EP333268_K160_BCKD.otu_table.biom')	1.0
1191	('EP333268', 2, 'EP333268_K20_MCKD.otu_table.biom')	1.0
1192	('EP333268', 7, 'EP333268_K70_MCKD.otu_table.biom')	1.0
1193	('EP333268', 9, 'EP333268_K90_MCKD.otu_table.biom')	1.0
1194	('EP333479', 1, 'EP333479_K10_MCKD.otu_table.biom')	1.0
1195	('EP333479', 2, 'EP333479_K20_MCKD.otu_table.biom')	1.0
1196	('EP333479', 3, 'EP333479_K30_MCKD.otu_table.biom')	1.0
1197	('EP333479', 5, 'EP333479_K50_BCKD.otu_table.biom')	1.0
1198	('EP333479', 7, 'EP333479_K70_BCKD.otu_table.biom')	1.0
1199	('EP333479', 8, 'EP333479_K80_MCKD.otu_table.biom')	1.0
1200	('EP334990', 1, 'EP334990_K10_MCKD.otu_table.biom')	1.0
1201	('EP334990', 3, 'EP334990_K30_MCKD.otu_table.biom')	0.0
1202	('EP334990', 4, 'EP334990_K40_MCKD.otu_table.biom')	1.0
1203	('EP334990', 5, 'EP334990_K50_BC1D.otu_table.biom')	1.0
1204	('EP336335', 1, 'EP336335_K10_MCKD.otu_table.biom')	1.0
1205	('EP336335', 2, 'EP336335_K20_MCKD.otu_table.biom')	1.0
1206	('EP336335', 6, 'EP336335_K60_BCKD.otu_table.biom')	1.0
1207	('EP336335', 9, 'EP336335_K90_MCKD.otu_table.biom')	0.0
1208	('EP337075', 1, 'EP337075_K10_MCKD.otu_table.biom')	1.0
1209	('EP337075', 2, 'EP337075_K20_MCKD.otu_table.biom')	1.0
1210	('EP337075', 5, 'EP337075_K50_BCKD.otu_table.biom')	1.0
1211	('EP337075', 6, 'EP337075_K60_BCKD.otu_table.biom')	1.0
1212	('EP337457', 10, 'EP337457_K100_BCKD.otu_table.biom')	1.0
1213	('EP337457', 1, 'EP337457_K10_MCKD.otu_table.biom')	1.0
1214	('EP337457', 11, 'EP337457_K110_MCKD.otu_table.biom')	1.0
1215	('EP337457', 2, 'EP337457_K20_MCKD.otu_table.biom')	1.0
1216	('EP337457', 3, 'EP337457_K30_MCKD.otu_table.biom')	1.0
