	sample	lambda
60	('feces', 2010, 8, 'MSM5FZ9Q')	0.5
61	('feces', 2010, 9, 'MSM5FZ9S')	0.5
62	('feces', 2010, 11, 'MSM5FZ9T')	0.5
63	('feces', 2014, 5, 'MSM5FZ9V')	0.5
64	('feces', 2014, 7, 'MSM5FZ9Z')	0.5
65	('feces', 2014, 8, 'MSM5FZA2')	0.5
66	('feces', 2008, 20, 'MSM5LLD8')	0.5
67	('feces', 2010, 13, 'MSM5LLE5')	0.5
68	('feces', 2010, 15, 'MSM5LLE9')	0.5
69	('feces', 2021, 13, 'MSM5LLEN')	0.5
70	('feces', 2034, 5, 'MSM5LLEX')	0.5
71	('feces', 2026, 5, 'MSM5LLFK')	0.5
72	('feces', 2026, 7, 'MSM5LLFO')	0.5
73	('feces', 2026, 9, 'MSM5LLFS')	0.5
74	('feces', 2026, 11, 'MSM5LLFU')	0.5
75	('feces', 2014, 15, 'MSM5LLGD')	0.5
76	('feces', 2014, 13, 'MSM5LLGH')	0.5
77	('feces', 2014, 16, 'MSM5LLGJ')	0.5
78	('feces', 2028, 8, 'MSM5LLGT')	0.5
79	('feces', 2028, 9, 'MSM5LLGV')	0.5
80	('feces', 2028, 11, 'MSM5LLGX')	0.5
81	('feces', 2027, 7, 'MSM5LLH6')	0.5
82	('feces', 2025, 5, 'MSM5LLHE')	0.5
83	('feces', 2025, 6, 'MSM5LLHG')	0.5
84	('feces', 2025, 7, 'MSM5LLHI')	0.5
85	('feces', 2025, 9, 'MSM5LLHK')	0.5
86	('feces', 2025, 8, 'MSM5LLHM')	0.5
87	('feces', 2025, 11, 'MSM5LLHO')	0.5
88	('feces', 2008, 13, 'MSM5LLHZ')	0.5
89	('feces', 2025, 4, 'MSM5LLIC')	0.5
90	('feces', 2021, 5, 'MSM5LLIE')	0.5
91	('feces', 2021, 8, 'MSM5LLIK')	0.5
92	('feces', 2021, 9, 'MSM5LLIM')	0.5
93	('feces', 2021, 11, 'MSM5LLIO')	0.5
94	('feces', 2026, 4, 'MSM5LLIQ')	0.5
95	('feces', 2027, 4, 'MSM5LLIS')	0.5
96	('feces', 2014, 9, 'MSM5ZOJY')	0.5
97	('feces', 2014, 11, 'MSM633FF')	0.5
