	sample	lambda
0	('feces', 3001, 4, 'CSM5FZ3N')	1.0
1	('feces', 3002, 5, 'CSM5FZ3X')	1.0
2	('feces', 3002, 6, 'CSM5FZ3Z')	1.0
3	('feces', 3002, 8, 'CSM5FZ44')	1.0
4	('feces', 3002, 9, 'CSM5FZ46')	1.0
5	('feces', 3003, 4, 'CSM5FZ48')	1.0
6	('feces', 3003, 5, 'CSM5FZ4E')	1.0
7	('feces', 3003, 6, 'CSM5FZ4G')	1.0
8	('feces', 3003, 7, 'CSM5FZ4I')	0.0
9	('feces', 3005, 4, 'CSM5FZ4O')	1.0
10	('feces', 3008, 4, 'CSM5MCU4')	1.0
11	('feces', 3004, 5, 'CSM5MCU6')	1.0
12	('feces', 3006, 6, 'CSM5MCUI')	0.44834921085143187
13	('feces', 3007, 5, 'CSM5MCV1')	1.0
14	('feces', 3007, 6, 'CSM5MCV3')	1.0
15	('feces', 3007, 7, 'CSM5MCV5')	0.9938990773566964
16	('feces', 3007, 4, 'CSM5MCVB')	1.0
17	('feces', 3001, 11, 'CSM5MCVD')	1.0
18	('feces', 3001, 12, 'CSM5MCVF')	0.9959919114990617
19	('feces', 3009, 4, 'CSM5MCVH')	0.4591869998398427
20	('feces', 3001, 13, 'CSM5MCVV')	1.0
21	('feces', 3008, 6, 'CSM5MCVZ')	1.0
22	('feces', 3009, 5, 'CSM5MCW8')	0.0
23	('feces', 3001, 6, 'CSM5YRY7')	1.0
24	('feces', 5004, 8, 'ESM5GEZ8')	1.0
25	('feces', 5004, 9, 'ESM5GEZA')	0.9974354105313299
26	('feces', 5001, 12, 'ESM5ME9G')	0.0
27	('feces', 5008, 6, 'ESM5MEA7')	0.0
28	('feces', 5001, 13, 'ESM5MEBA')	0.0
29	('feces', 5008, 4, 'ESM5MEBL')	0.9965059673529842
30	('feces', 5004, 11, 'ESM5MEBQ')	0.0
31	('feces', 5001, 4, 'ESM5MEDZ')	1.0
32	('feces', 5001, 5, 'ESM5MEE2')	1.0
33	('feces', 5001, 7, 'ESM5MEE6')	1.0
34	('feces', 5001, 8, 'ESM5MEEA')	1.0
35	('feces', 5001, 9, 'ESM5MEEB')	0.9994291191757463
36	('feces', 5003, 4, 'ESM5MEEC')	0.9964778004503971
37	('feces', 5004, 4, 'ESM5MEEG')	0.9937090284939019
38	('feces', 5002, 4, 'ESM5MEET')	0.0
39	('feces', 4001, 9, 'HSM5FZBP')	0.0
40	('feces', 4001, 7, 'HSM5FZBQ')	0.0
41	('feces', 4001, 8, 'HSM5FZBR')	0.0
42	('feces', 4001, 6, 'HSM5FZBT')	0.9862568366128137
43	('feces', 4001, 5, 'HSM5FZBU')	0.9880007838148618
44	('feces', 4014, 4, 'HSM5MD3L')	0.0
45	('feces', 4011, 5, 'HSM5MD3W')	0.0
46	('feces', 4010, 5, 'HSM5MD47')	0.0
47	('feces', 4006, 7, 'HSM5MD4A')	0.0
48	('feces', 4006, 6, 'HSM5MD4B')	1.0
49	('feces', 4006, 5, 'HSM5MD4C')	0.0
50	('feces', 4007, 7, 'HSM5MD4P')	0.0
51	('feces', 4007, 5, 'HSM5MD4R')	0.9995037734737182
52	('feces', 4001, 12, 'HSM5MD5H')	0.0
53	('feces', 4001, 11, 'HSM5MD7W')	0.0
54	('feces', 4007, 4, 'HSM5MD7Z')	1.0
55	('feces', 4006, 4, 'HSM5MD86')	0.0
56	('feces', 4010, 4, 'HSM5MD87')	0.0
57	('feces', 4011, 4, 'HSM5MD8J')	0.0
58	('feces', 2014, 4, 'MSM5FZ8Y')	0.0
59	('feces', 2010, 7, 'MSM5FZ9N')	0.20852667512057382
60	('feces', 2010, 8, 'MSM5FZ9Q')	0.017822077249570696
61	('feces', 2010, 9, 'MSM5FZ9S')	0.3002746694535275
62	('feces', 2010, 11, 'MSM5FZ9T')	0.0
63	('feces', 2014, 5, 'MSM5FZ9V')	0.5632243809446372
64	('feces', 2014, 7, 'MSM5FZ9Z')	0.0
65	('feces', 2014, 8, 'MSM5FZA2')	0.5268924648941749
66	('feces', 2008, 20, 'MSM5LLD8')	0.0
67	('feces', 2010, 13, 'MSM5LLE5')	1.0
68	('feces', 2010, 15, 'MSM5LLE9')	0.99297320390718
69	('feces', 2021, 13, 'MSM5LLEN')	0.3052279465963318
70	('feces', 2034, 5, 'MSM5LLEX')	0.0
71	('feces', 2026, 5, 'MSM5LLFK')	1.0
72	('feces', 2026, 7, 'MSM5LLFO')	0.0
73	('feces', 2026, 9, 'MSM5LLFS')	1.0
74	('feces', 2026, 11, 'MSM5LLFU')	1.0
75	('feces', 2014, 15, 'MSM5LLGD')	1.0
76	('feces', 2014, 13, 'MSM5LLGH')	0.0
77	('feces', 2014, 16, 'MSM5LLGJ')	1.0
78	('feces', 2028, 8, 'MSM5LLGT')	1.0
79	('feces', 2028, 9, 'MSM5LLGV')	0.0
80	('feces', 2028, 11, 'MSM5LLGX')	1.0
81	('feces', 2027, 7, 'MSM5LLH6')	0.0
82	('feces', 2025, 5, 'MSM5LLHE')	0.0
83	('feces', 2025, 6, 'MSM5LLHG')	0.0
84	('feces', 2025, 7, 'MSM5LLHI')	0.9514627978674812
85	('feces', 2025, 9, 'MSM5LLHK')	0.0
86	('feces', 2025, 8, 'MSM5LLHM')	0.0
87	('feces', 2025, 11, 'MSM5LLHO')	1.0
88	('feces', 2008, 13, 'MSM5LLHZ')	0.0
89	('feces', 2025, 4, 'MSM5LLIC')	0.0
90	('feces', 2021, 5, 'MSM5LLIE')	0.9966433705065523
91	('feces', 2021, 8, 'MSM5LLIK')	0.9939139332401811
92	('feces', 2021, 9, 'MSM5LLIM')	1.0
93	('feces', 2021, 11, 'MSM5LLIO')	0.8937480668208445
94	('feces', 2026, 4, 'MSM5LLIQ')	1.0
95	('feces', 2027, 4, 'MSM5LLIS')	0.0
96	('feces', 2014, 9, 'MSM5ZOJY')	0.45414208342106654
97	('feces', 2014, 11, 'MSM633FF')	1.0
