	sample	lambda
31	('EP013417', 2, 'EP013417_K20_BRCD.otu_table.biom')	0.0
32	('EP013417', 4, 'EP013417_K40_MRCD.otu_table.biom')	0.0
33	('EP013894', 10, 'EP013894_K100_BRCD.otu_table.biom')	0.0
34	('EP013894', 1, 'EP013894_K10_MRCD.otu_table.biom')	0.0
35	('EP013894', 12, 'EP013894_K120_BRCD.otu_table.biom')	0.0
36	('EP013894', 2, 'EP013894_K20_MRCD.otu_table.biom')	0.0
37	('EP013894', 3, 'EP013894_K30_MRCD.otu_table.biom')	0.0
38	('EP013894', 4, 'EP013894_K40_MRCD.otu_table.biom')	0.0
39	('EP013894', 5, 'EP013894_K50_MRCD.otu_table.biom')	0.0
40	('EP013894', 6, 'EP013894_K60_MRCD.otu_table.biom')	0.0
41	('EP013894', 8, 'EP013894_K80_MRCD.otu_table.biom')	0.0
42	('EP016061', 1, 'EP016061_K10_MRCD.otu_table.biom')	0.0
43	('EP016061', 2, 'EP016061_K20_MRCD.otu_table.biom')	0.0
44	('EP016061', 3, 'EP016061_K30_MRCD.otu_table.biom')	0.0
45	('EP016061', 6, 'EP016061_K60_BRCD.otu_table.biom')	0.0
46	('EP016061', 9, 'EP016061_K90_BRCD.otu_table.biom')	0.0
47	('EP016916', 1, 'EP016916_K10_MRCD.otu_table.biom')	0.0
48	('EP016916', 11, 'EP016916_K110_BRCD.otu_table.biom')	0.0
49	('EP016916', 2, 'EP016916_K20_MRCD.otu_table.biom')	0.0
50	('EP016916', 3, 'EP016916_K30_MRCD.otu_table.biom')	0.0
51	('EP016916', 4, 'EP016916_K40_MRCD.otu_table.biom')	0.0
52	('EP016916', 5, 'EP016916_K50_MRCD.otu_table.biom')	0.0
53	('EP016916', 6, 'EP016916_K60_BRCD.otu_table.biom')	0.5
54	('EP018067', 1, 'EP018067_K10_MRCD.otu_table.biom')	0.0
55	('EP018067', 3, 'EP018067_K30_BRCD.otu_table.biom')	0.0
56	('EP018067', 4, 'EP018067_K40_BRCD.otu_table.biom')	0.0
57	('EP021899', 10, 'EP021899_K100_BRCD.otu_table.biom')	0.0
58	('EP021899', 1, 'EP021899_K10_MRCD.otu_table.biom')	0.0
59	('EP021899', 13, 'EP021899_K130_BRCD.otu_table.biom')	0.0
60	('EP021899', 2, 'EP021899_K20_MRCD.otu_table.biom')	0.0
61	('EP021899', 4, 'EP021899_K40_MRCD.otu_table.biom')	0.0
62	('EP028055', 1, 'EP028055_K10_MRCD.otu_table.biom')	0.0
63	('EP028055', 11, 'EP028055_K110_BRCD.otu_table.biom')	0.0
64	('EP028055', 2, 'EP028055_K20_MRCD.otu_table.biom')	0.0
65	('EP028055', 3, 'EP028055_K30_MRCD.otu_table.biom')	0.0
66	('EP028055', 4, 'EP028055_K40_MRCD.otu_table.biom')	0.0
67	('EP028055', 6, 'EP028055_K60_MRCD.otu_table.biom')	0.0
68	('EP028055', 7, 'EP028055_K70_BRCD.otu_table.biom')	0.0
69	('EP031863', 1, 'EP031863_K10_MRCD.otu_table.biom')	1.0
70	('EP031863', 2, 'EP031863_K20_BRCD.otu_table.biom')	0.85
71	('EP031863', 6, 'EP031863_K60_BRCD.otu_table.biom')	0.0
72	('EP031863', 7, 'EP031863_K70_MRCD.otu_table.biom')	0.0
73	('EP034068', 10, 'EP034068_K100_BRCD.otu_table.biom')	0.0
74	('EP034068', 1, 'EP034068_K10_MRCD.otu_table.biom')	0.85
75	('EP034068', 2, 'EP034068_K20_MRCD.otu_table.biom')	0.0
76	('EP034068', 3, 'EP034068_K30_MRCD.otu_table.biom')	0.42
77	('EP034068', 4, 'EP034068_K40_MRCD.otu_table.biom')	0.0
78	('EP034068', 5, 'EP034068_K50_MRCD.otu_table.biom')	0.0
79	('EP034068', 8, 'EP034068_K80_BRCD.otu_table.biom')	0.0
80	('EP036702', 1, 'EP036702_K10_MRCD.otu_table.biom')	0.0
81	('EP036702', 2, 'EP036702_K20_MRCD.otu_table.biom')	0.0
82	('EP036702', 3, 'EP036702_K30_MRCD.otu_table.biom')	0.0
83	('EP036702', 4, 'EP036702_K40_MRCD.otu_table.biom')	0.0
84	('EP036702', 6, 'EP036702_K60_BRCD.otu_table.biom')	0.0
85	('EP036702', 8, 'EP036702_K80_BRCD.otu_table.biom')	0.0
86	('EP038468', 1, 'EP038468_K10_MRCD.otu_table.biom')	0.0
87	('EP038468', 11, 'EP038468_K110_BRCD.otu_table.biom')	0.17
88	('EP038468', 2, 'EP038468_K20_MRCD.otu_table.biom')	0.0
89	('EP038468', 3, 'EP038468_K30_MRCD.otu_table.biom')	0.0
90	('EP038468', 4, 'EP038468_K40_MRCD.otu_table.biom')	0.92
91	('EP038468', 5, 'EP038468_K50_MRCD.otu_table.biom')	0.0
92	('EP044068', 1, 'EP044068_K10_MRCD.otu_table.biom')	0.0
93	('EP044068', 2, 'EP044068_K20_MRCD.otu_table.biom')	0.0
94	('EP044068', 3, 'EP044068_K30_MRCD.otu_table.biom')	0.0
95	('EP044068', 4, 'EP044068_K40_MRCD.otu_table.biom')	1.0
96	('EP044068', 5, 'EP044068_K50_MRCD.otu_table.biom')	0.0
97	('EP044068', 8, 'EP044068_K80_BRCD.otu_table.biom')	0.0
98	('EP044415', 1, 'EP044415_K10_MRCD.otu_table.biom')	0.0
99	('EP044415', 2, 'EP044415_K20_MRCD.otu_table.biom')	0.46
100	('EP044415', 4, 'EP044415_K40_BRCD.otu_table.biom')	0.93
101	('EP044415', 6, 'EP044415_K60_MRCD.otu_table.biom')	0.0
102	('EP045004', 1, 'EP045004_K10_MRCD.otu_table.biom')	0.0
103	('EP045004', 11, 'EP045004_K110_BRCD.otu_table.biom')	0.0
104	('EP045004', 13, 'EP045004_K130_BRCD.otu_table.biom')	0.0
105	('EP045004', 2, 'EP045004_K20_MRCD.otu_table.biom')	0.0
106	('EP045004', 3, 'EP045004_K30_MRCD.otu_table.biom')	0.0
107	('EP045004', 5, 'EP045004_K50_MRCD.otu_table.biom')	0.0
108	('EP045004', 7, 'EP045004_K70_MRCD.otu_table.biom')	0.0
109	('EP049012', 10, 'EP049012_K100_BRCD.otu_table.biom')	0.0
110	('EP049012', 1, 'EP049012_K10_MRCD.otu_table.biom')	1.0
111	('EP049012', 2, 'EP049012_K20_MRCD.otu_table.biom')	1.0
112	('EP049012', 3, 'EP049012_K30_MRCD.otu_table.biom')	0.0
113	('EP049012', 4, 'EP049012_K40_MRCD.otu_table.biom')	0.92
114	('EP049012', 5, 'EP049012_K50_MRCD.otu_table.biom')	0.0
115	('EP049012', 7, 'EP049012_K70_BRCD.otu_table.biom')	0.0
116	('EP052210', 10, 'EP052210_K100_BRCD.otu_table.biom')	0.0
117	('EP052210', 6, 'EP052210_K60_BRCD.otu_table.biom')	0.0
118	('EP059416', 1, 'EP059416_K10_MRCD.otu_table.biom')	0.0
119	('EP059416', 2, 'EP059416_K20_MRCD.otu_table.biom')	0.0
120	('EP059416', 3, 'EP059416_K30_MRCD.otu_table.biom')	0.0
121	('EP059416', 4, 'EP059416_K40_MRCD.otu_table.biom')	0.0
122	('EP059416', 6, 'EP059416_K60_BRCD.otu_table.biom')	0.0
123	('EP059416', 7, 'EP059416_K70_BRCD.otu_table.biom')	0.51
124	('EP059416', 9, 'EP059416_K90_MRCD.otu_table.biom')	0.0
125	('EP062329', 1, 'EP062329_K10_MRCD.otu_table.biom')	0.0
126	('EP062329', 2, 'EP062329_K20_MRCD.otu_table.biom')	0.0
127	('EP062329', 3, 'EP062329_K30_MRCD.otu_table.biom')	0.0
128	('EP062329', 4, 'EP062329_K40_MRCD.otu_table.biom')	0.0
129	('EP062329', 5, 'EP062329_K50_MRCD.otu_table.biom')	0.0
130	('EP062329', 6, 'EP062329_K60_BRCD.otu_table.biom')	0.0
131	('EP062329', 8, 'EP062329_K80_BRCD.otu_table.biom')	0.0
132	('EP063938', 1, 'EP063938_K10_MRCD.otu_table.biom')	1.0
133	('EP063938', 3, 'EP063938_K30_MRCD.otu_table.biom')	0.0
134	('EP063938', 7, 'EP063938_K70_BRCD.otu_table.biom')	1.0
135	('EP063938', 9, 'EP063938_K90_BRCD.otu_table.biom')	0.07
136	('EP065458', 10, 'EP065458_K100_BRCD.otu_table.biom')	0.0
137	('EP065458', 1, 'EP065458_K10_MRCD.otu_table.biom')	1.0
138	('EP065458', 2, 'EP065458_K20_MRCD.otu_table.biom')	0.0
139	('EP065458', 4, 'EP065458_K40_MRCD.otu_table.biom')	0.0
140	('EP065458', 8, 'EP065458_K80_BRCD.otu_table.biom')	0.0
141	('EP066677', 4, 'EP066677_K40_BRCD.otu_table.biom')	0.0
142	('EP066677', 5, 'EP066677_K50_BRCD.otu_table.biom')	0.0
143	('EP067259', 1, 'EP067259_K10_MRCD.otu_table.biom')	0.0
144	('EP067259', 2, 'EP067259_K20_MRCD.otu_table.biom')	0.0
145	('EP067259', 4, 'EP067259_K40_MRCD.otu_table.biom')	0.0
146	('EP067259', 6, 'EP067259_K60_BRCD.otu_table.biom')	0.0
147	('EP067259', 9, 'EP067259_K90_BRCD.otu_table.biom')	0.0
148	('EP070043', 1, 'EP070043_K10_MRCD.otu_table.biom')	0.0
149	('EP070043', 2, 'EP070043_K20_MRCD.otu_table.biom')	0.0
150	('EP070043', 3, 'EP070043_K30_MRCD.otu_table.biom')	0.0
151	('EP070043', 4, 'EP070043_K40_MRCD.otu_table.biom')	0.0
152	('EP070043', 6, 'EP070043_K60_BRCD.otu_table.biom')	0.0
153	('EP070043', 7, 'EP070043_K70_BRCD.otu_table.biom')	1.0
154	('EP072314', 10, 'EP072314_K100_BRCD.otu_table.biom')	0.0
155	('EP072314', 1, 'EP072314_K10_MRCD.otu_table.biom')	0.0
156	('EP072314', 3, 'EP072314_K30_MRCD.otu_table.biom')	0.0
157	('EP072314', 5, 'EP072314_K50_MRCD.otu_table.biom')	0.0
158	('EP072314', 7, 'EP072314_K70_BRCD.otu_table.biom')	0.0
159	('EP072463', 11, 'EP072463_K110_BRCD.otu_table.biom')	0.0
160	('EP072463', 2, 'EP072463_K20_MRCD.otu_table.biom')	0.0
161	('EP072463', 8, 'EP072463_K80_BRCD.otu_table.biom')	0.0
162	('EP074002', 1, 'EP074002_K10_MRCD.otu_table.biom')	0.0
163	('EP074002', 2, 'EP074002_K20_MRCD.otu_table.biom')	0.0
164	('EP074002', 3, 'EP074002_K30_BRCD.otu_table.biom')	0.0
165	('EP074002', 6, 'EP074002_K60_BRCD.otu_table.biom')	0.0
166	('EP075340', 1, 'EP075340_K10_MRCD.otu_table.biom')	0.0
167	('EP075340', 4, 'EP075340_K40_MRCD.otu_table.biom')	0.0
168	('EP075340', 7, 'EP075340_K70_MRCD.otu_table.biom')	0.0
169	('EP075428', 2, 'EP075428_K20_BRCD.otu_table.biom')	0.0
170	('EP075428', 5, 'EP075428_K50_BRCD.otu_table.biom')	0.0
171	('EP075428', 7, 'EP075428_K70_MRCD.otu_table.biom')	1.0
172	('EP077464', 1, 'EP077464_K10_MRCD.otu_table.biom')	0.0
173	('EP077500', 1, 'EP077500_K10_MRCD.otu_table.biom')	0.0
174	('EP077500', 2, 'EP077500_K20_BRCD.otu_table.biom')	0.0
175	('EP077500', 5, 'EP077500_K50_BRCD.otu_table.biom')	0.0
176	('EP077500', 7, 'EP077500_K70_MRCD.otu_table.biom')	0.0
177	('EP080581', 1, 'EP080581_K10_MRCD.otu_table.biom')	0.0
178	('EP080581', 2, 'EP080581_K20_BRCD.otu_table.biom')	0.0
179	('EP080581', 6, 'EP080581_K60_BRCD.otu_table.biom')	0.0
180	('EP081373', 1, 'EP081373_K10_MRCD.otu_table.biom')	0.0
181	('EP081373', 2, 'EP081373_K20_MRCD.otu_table.biom')	0.0
182	('EP081373', 3, 'EP081373_K30_MRCD.otu_table.biom')	0.0
183	('EP081373', 4, 'EP081373_K40_MRCD.otu_table.biom')	0.0
184	('EP081373', 5, 'EP081373_K50_MRCD.otu_table.biom')	0.0
185	('EP081373', 6, 'EP081373_K60_BRCD.otu_table.biom')	0.0
186	('EP081373', 9, 'EP081373_K90_BRCD.otu_table.biom')	0.0
187	('EP081859', 1, 'EP081859_K10_MRCD.otu_table.biom')	0.05
188	('EP082756', 1, 'EP082756_K10_MRCD.otu_table.biom')	0.0
189	('EP082756', 11, 'EP082756_K110_BRCD.otu_table.biom')	0.0
190	('EP082756', 2, 'EP082756_K20_MRCD.otu_table.biom')	0.0
191	('EP082756', 3, 'EP082756_K30_MRCD.otu_table.biom')	0.0
192	('EP082756', 4, 'EP082756_K40_MRCD.otu_table.biom')	0.0
193	('EP082756', 5, 'EP082756_K50_MRCD.otu_table.biom')	0.11
194	('EP082756', 6, 'EP082756_K60_MRCD.otu_table.biom')	0.0
195	('EP082756', 9, 'EP082756_K90_BRCD.otu_table.biom')	0.39
196	('EP085140', 1, 'EP085140_K10_MRCD.otu_table.biom')	1.0
197	('EP086024', 1, 'EP086024_K10_MRCD.otu_table.biom')	0.0
198	('EP086560', 1, 'EP086560_K10_MRCD.otu_table.biom')	0.0
199	('EP087695', 1, 'EP087695_K10_MRCD.otu_table.biom')	0.0
200	('EP087695', 2, 'EP087695_K20_MRCD.otu_table.biom')	0.0
201	('EP087695', 3, 'EP087695_K30_MRCD.otu_table.biom')	0.0
202	('EP087695', 4, 'EP087695_K40_MRCD.otu_table.biom')	0.0
203	('EP087695', 5, 'EP087695_K50_BRCD.otu_table.biom')	0.0
204	('EP087695', 7, 'EP087695_K70_BRCD.otu_table.biom')	0.0
205	('EP090829', 1, 'EP090829_K10_MRCD.otu_table.biom')	0.0
206	('EP090829', 2, 'EP090829_K20_MRCD.otu_table.biom')	0.0
207	('EP090829', 3, 'EP090829_K30_MRCD.otu_table.biom')	0.0
208	('EP090829', 4, 'EP090829_K40_MRCD.otu_table.biom')	0.0
209	('EP090829', 9, 'EP090829_K90_BRCD.otu_table.biom')	0.0
210	('EP094101', 1, 'EP094101_K10_MRCD.otu_table.biom')	1.0
211	('EP094101', 3, 'EP094101_K30_BRCD.otu_table.biom')	0.0
212	('EP094101', 4, 'EP094101_K40_BRCD.otu_table.biom')	0.0
213	('EP096310', 1, 'EP096310_K10_MRCD.otu_table.biom')	0.85
214	('EP096310', 2, 'EP096310_K20_BRCD.otu_table.biom')	0.29
215	('EP096310', 5, 'EP096310_K50_BRCD.otu_table.biom')	0.78
216	('EP097937', 1, 'EP097937_K10_MRCD.otu_table.biom')	0.0
217	('EP097937', 2, 'EP097937_K20_MRCD.otu_table.biom')	0.07
218	('EP097937', 3, 'EP097937_K30_MRCD.otu_table.biom')	0.0
219	('EP097937', 5, 'EP097937_K50_BRCD.otu_table.biom')	0.0
220	('EP098909', 1, 'EP098909_K10_MRCD.otu_table.biom')	0.6
221	('EP098909', 2, 'EP098909_K20_MRCD.otu_table.biom')	0.89
222	('EP098909', 3, 'EP098909_K30_MRCD.otu_table.biom')	0.92
223	('EP098909', 4, 'EP098909_K40_MRCD.otu_table.biom')	1.0
224	('EP098909', 5, 'EP098909_K50_BRCD.otu_table.biom')	0.0
225	('EP098909', 8, 'EP098909_K80_BRCD.otu_table.biom')	0.0
226	('EP101628', 1, 'EP101628_K10_MRCD.otu_table.biom')	0.0
227	('EP101628', 2, 'EP101628_K20_MRCD.otu_table.biom')	0.0
228	('EP101628', 3, 'EP101628_K30_MRCD.otu_table.biom')	0.0
229	('EP101628', 4, 'EP101628_K40_MRCD.otu_table.biom')	0.0
230	('EP101628', 5, 'EP101628_K50_MRCD.otu_table.biom')	1.0
231	('EP101628', 6, 'EP101628_K60_BRCD.otu_table.biom')	0.0
232	('EP101628', 9, 'EP101628_K90_BRCD.otu_table.biom')	0.0
233	('EP103789', 1, 'EP103789_K10_MRCD.otu_table.biom')	0.0
234	('EP103789', 5, 'EP103789_K50_BRCD.otu_table.biom')	0.0
235	('EP103789', 9, 'EP103789_K90_BRCD.otu_table.biom')	0.0
236	('EP104056', 10, 'EP104056_K100_BRCD.otu_table.biom')	0.37
237	('EP104056', 1, 'EP104056_K10_MRCD.otu_table.biom')	1.0
238	('EP104056', 2, 'EP104056_K20_MRCD.otu_table.biom')	0.0
239	('EP104056', 3, 'EP104056_K30_MRCD.otu_table.biom')	0.0
240	('EP104056', 5, 'EP104056_K50_MRCD.otu_table.biom')	0.0
241	('EP104056', 6, 'EP104056_K60_BRCD.otu_table.biom')	0.0
242	('EP107715', 1, 'EP107715_K10_MRCD.otu_table.biom')	1.0
243	('EP107715', 3, 'EP107715_K30_BRCD.otu_table.biom')	0.0
244	('EP107715', 7, 'EP107715_K70_BRCD.otu_table.biom')	0.0
245	('EP111886', 1, 'EP111886_K10_MRCD.otu_table.biom')	1.0
246	('EP111886', 2, 'EP111886_K20_MRCD.otu_table.biom')	1.0
247	('EP111886', 3, 'EP111886_K30_MRCD.otu_table.biom')	1.0
248	('EP111886', 4, 'EP111886_K40_MRCD.otu_table.biom')	1.0
249	('EP111886', 6, 'EP111886_K60_BRCD.otu_table.biom')	0.51
250	('EP111886', 9, 'EP111886_K90_BRCD.otu_table.biom')	0.0
251	('EP113416', 1, 'EP113416_K10_MRCD.otu_table.biom')	0.0
252	('EP113416', 2, 'EP113416_K20_MRCD.otu_table.biom')	0.0
253	('EP113416', 3, 'EP113416_K30_MRCD.otu_table.biom')	0.81
254	('EP113416', 4, 'EP113416_K40_MRCD.otu_table.biom')	1.0
255	('EP113416', 6, 'EP113416_K60_BRCD.otu_table.biom')	0.0
256	('EP113416', 7, 'EP113416_K70_BRCD.otu_table.biom')	0.0
257	('EP113600', 1, 'EP113600_K10_MRCD.otu_table.biom')	0.0
258	('EP113600', 2, 'EP113600_K20_MRCD.otu_table.biom')	0.0
259	('EP113600', 3, 'EP113600_K30_MRCD.otu_table.biom')	0.0
260	('EP113600', 4, 'EP113600_K40_MRCD.otu_table.biom')	0.0
261	('EP113600', 5, 'EP113600_K50_BRCD.otu_table.biom')	0.0
262	('EP113600', 8, 'EP113600_K80_BRCD.otu_table.biom')	0.0
263	('EP113883', 1, 'EP113883_K10_MRCD.otu_table.biom')	1.0
264	('EP113883', 2, 'EP113883_K20_MRCD.otu_table.biom')	0.52
265	('EP113883', 3, 'EP113883_K30_MRCD.otu_table.biom')	1.0
266	('EP113883', 5, 'EP113883_K50_BRCD.otu_table.biom')	0.0
267	('EP113883', 7, 'EP113883_K70_BRCD.otu_table.biom')	0.0
268	('EP116104', 1, 'EP116104_K10_MRCD.otu_table.biom')	0.0
269	('EP117219', 10, 'EP117219_K100_BRCD.otu_table.biom')	0.12
270	('EP117219', 1, 'EP117219_K10_MRCD.otu_table.biom')	1.0
271	('EP117219', 3, 'EP117219_K30_MRCD.otu_table.biom')	0.0
272	('EP117219', 4, 'EP117219_K40_MRCD.otu_table.biom')	0.0
273	('EP117219', 7, 'EP117219_K70_BRCD.otu_table.biom')	0.0
274	('EP117702', 1, 'EP117702_K10_MRCD.otu_table.biom')	0.0
275	('EP117702', 2, 'EP117702_K20_MRCD.otu_table.biom')	0.0
276	('EP117702', 3, 'EP117702_K30_MRCD.otu_table.biom')	0.94
277	('EP117702', 4, 'EP117702_K40_MRCD.otu_table.biom')	0.0
278	('EP117702', 8, 'EP117702_K80_BRCD.otu_table.biom')	0.0
279	('EP117702', 9, 'EP117702_K90_BRCD.otu_table.biom')	0.0
280	('EP117915', 1, 'EP117915_K10_MRCD.otu_table.biom')	0.0
281	('EP117915', 2, 'EP117915_K20_BRCD.otu_table.biom')	0.0
282	('EP117915', 5, 'EP117915_K50_BRCD.otu_table.biom')	0.0
283	('EP117915', 7, 'EP117915_K70_MRCD.otu_table.biom')	0.0
284	('EP119655', 1, 'EP119655_K10_MRCD.otu_table.biom')	0.0
285	('EP120862', 10, 'EP120862_K100_BRCD.otu_table.biom')	0.0
286	('EP120862', 1, 'EP120862_K10_MRCD.otu_table.biom')	0.0
287	('EP120862', 11, 'EP120862_K110_BRCD.otu_table.biom')	0.0
288	('EP120862', 13, 'EP120862_K130_BRCD.otu_table.biom')	0.0
289	('EP120862', 17, 'EP120862_K170_BRCD.otu_table.biom')	0.0
290	('EP120862', 18, 'EP120862_K180_BRCD.otu_table.biom')	0.0
291	('EP120862', 19, 'EP120862_K190_BRCD.otu_table.biom')	0.0
292	('EP120862', 2, 'EP120862_K20_BRCD.otu_table.biom')	0.0
293	('EP120862', 21, 'EP120862_K210_BRCD.otu_table.biom')	0.0
294	('EP120862', 22, 'EP120862_K220_BRCD.otu_table.biom')	0.0
295	('EP120862', 24, 'EP120862_K240_BRCD.otu_table.biom')	0.0
296	('EP120862', 25, 'EP120862_K250_BRCD.otu_table.biom')	0.0
297	('EP120862', 26, 'EP120862_K260_BRCD.otu_table.biom')	0.0
298	('EP120862', 28, 'EP120862_K280_BRCD.otu_table.biom')	0.0
299	('EP120862', 31, 'EP120862_K310_BRCD.otu_table.biom')	0.0
300	('EP120862', 32, 'EP120862_K320_BRCD.otu_table.biom')	0.0
301	('EP120862', 34, 'EP120862_K340_BRCD.otu_table.biom')	0.0
302	('EP120862', 35, 'EP120862_K350_BRCD.otu_table.biom')	0.0
303	('EP120862', 37, 'EP120862_K370_BRCD.otu_table.biom')	0.0
304	('EP120862', 39, 'EP120862_K390_BRCD.otu_table.biom')	0.0
305	('EP120862', 40, 'EP120862_K400_BRCD.otu_table.biom')	0.0
306	('EP120862', 43, 'EP120862_K430_BRCD.otu_table.biom')	0.0
307	('EP120862', 44, 'EP120862_K440_BRCD.otu_table.biom')	0.0
308	('EP120862', 46, 'EP120862_K460_BRCD.otu_table.biom')	0.0
309	('EP120862', 6, 'EP120862_K60_BRCD.otu_table.biom')	0.0
310	('EP120862', 7, 'EP120862_K70_BRCD.otu_table.biom')	0.0
311	('EP120862', 8, 'EP120862_K80_BRCD.otu_table.biom')	0.0
312	('EP120862', 9, 'EP120862_K90_BRCD.otu_table.biom')	1.0
313	('EP123585', 1, 'EP123585_K10_MRCD.otu_table.biom')	0.0
314	('EP123585', 2, 'EP123585_K20_MRCD.otu_table.biom')	1.0
315	('EP123900', 1, 'EP123900_K10_MRCD.otu_table.biom')	0.0
316	('EP123900', 11, 'EP123900_K110_BRCD.otu_table.biom')	0.0
317	('EP123900', 2, 'EP123900_K20_MRCD.otu_table.biom')	0.0
318	('EP123900', 3, 'EP123900_K30_MRCD.otu_table.biom')	0.0
319	('EP123900', 4, 'EP123900_K40_MRCD.otu_table.biom')	0.0
320	('EP123900', 5, 'EP123900_K50_MRCD.otu_table.biom')	0.0
321	('EP123900', 7, 'EP123900_K70_BRCD.otu_table.biom')	0.0
322	('EP126323', 10, 'EP126323_K100_BRCD.otu_table.biom')	0.0
323	('EP126323', 1, 'EP126323_K10_MRCD.otu_table.biom')	0.0
324	('EP126323', 12, 'EP126323_K120_BRCD.otu_table.biom')	0.0
325	('EP126323', 15, 'EP126323_K150_BRCD.otu_table.biom')	0.0
326	('EP126323', 2, 'EP126323_K20_MRCD.otu_table.biom')	0.0
327	('EP126323', 6, 'EP126323_K60_BRCD.otu_table.biom')	1.0
328	('EP129024', 1, 'EP129024_K10_MRCD.otu_table.biom')	1.0
329	('EP129024', 2, 'EP129024_K20_MRCD.otu_table.biom')	0.0
330	('EP129024', 3, 'EP129024_K30_MRCD.otu_table.biom')	0.0
331	('EP129024', 4, 'EP129024_K40_MRCD.otu_table.biom')	1.0
332	('EP129024', 5, 'EP129024_K50_BRCD.otu_table.biom')	0.0
333	('EP129024', 9, 'EP129024_K90_BRCD.otu_table.biom')	0.0
334	('EP129845', 1, 'EP129845_K10_MRCD.otu_table.biom')	0.0
335	('EP129845', 11, 'EP129845_K110_BRCD.otu_table.biom')	0.0
336	('EP129845', 2, 'EP129845_K20_MRCD.otu_table.biom')	0.0
337	('EP129845', 4, 'EP129845_K40_MRCD.otu_table.biom')	0.0
338	('EP129845', 5, 'EP129845_K50_MRCD.otu_table.biom')	0.0
339	('EP129845', 6, 'EP129845_K60_MRCD.otu_table.biom')	0.0
340	('EP129845', 8, 'EP129845_K80_BRCD.otu_table.biom')	0.0
341	('EP131173', 1, 'EP131173_K10_MRCD.otu_table.biom')	0.0
342	('EP131173', 2, 'EP131173_K20_MRCD.otu_table.biom')	0.0
343	('EP131173', 3, 'EP131173_K30_MRCD.otu_table.biom')	0.0
344	('EP131173', 4, 'EP131173_K40_MRCD.otu_table.biom')	0.0
345	('EP131173', 6, 'EP131173_K60_BRCD.otu_table.biom')	0.0
346	('EP131173', 9, 'EP131173_K90_BRCD.otu_table.biom')	0.0
347	('EP131838', 1, 'EP131838_K10_MRCD.otu_table.biom')	0.0
348	('EP131838', 2, 'EP131838_K20_MRCD.otu_table.biom')	0.0
349	('EP131838', 3, 'EP131838_K30_MRCD.otu_table.biom')	0.0
350	('EP131838', 4, 'EP131838_K40_MRCD.otu_table.biom')	0.0
351	('EP131838', 6, 'EP131838_K60_BRCD.otu_table.biom')	1.0
352	('EP131838', 8, 'EP131838_K80_BRCD.otu_table.biom')	0.0
353	('EP134204', 10, 'EP134204_K100_BRCD.otu_table.biom')	0.0
354	('EP134204', 1, 'EP134204_K10_MRCD.otu_table.biom')	0.0
355	('EP134204', 11, 'EP134204_K110_MRCD.otu_table.biom')	0.0
356	('EP134204', 3, 'EP134204_K30_MRCD.otu_table.biom')	0.0
357	('EP134204', 4, 'EP134204_K40_MRCD.otu_table.biom')	0.0
